sgRNA	Gene	NE_GFP_low
C9orf50_70554	C9orf50	179
XRCC1_20362	XRCC1	348
LMNB2_54242	LMNB2	287
SZT2_32491	SZT2	204
FANCA_6026	FANCA	127
NPR1_12799	NPR1	319
TGM7_57681	TGM7	203
PDIA4_25329	PDIA4	187
PPP2R5C_14650	PPP2R5C	281
FAM58A_56086	FAM58A	147
TM9SF2_24649	TM9SF2	419
KRTAP9-2_52656	KRTAP9-2	13
USPL1_27357	USPL1	87
ANXA9_21879	ANXA9	124
RETSAT_40887	RETSAT	150
PARP9_52354	PARP9	240
TAF4B_18642	TAF4B	234
KCNAB1_21045	KCNAB1	451
OR52A5_71554	OR52A5	131
PSMD4_15249	PSMD4	14
MT1M_11830	MT1M	178
ZC3H14_50245	ZC3H14	254
CACNB4_2185	CACNB4	193
DGCR6L_54824	DGCR6L	77
MBL2_11184	MBL2	122
ADRB1_422	ADRB1	226
B4GALT7_30713	B4GALT7	76
TMEM165_43598	TMEM165	113
DHX36_64166	DHX36	173
SPC25_45419	SPC25	64
DNAJC5G_68032	DNAJC5G	229
ANHX_74203	ANHX	246
SPG7_18054	SPG7	234
SMC3_23941	SMC3	107
MRPL19_26019	MRPL19	279
COX20_57698	COX20	135
ITGB5_9818	ITGB5	89
NBPF14_33847	NBPF14	25
NPIPB6_74774	NPIPB6	25
JADE2_32506	JADE2	103
RPS27A_16618	RPS27A	29
KRTAP19-5_68658	KRTAP19-5	148
SETD8_70894	SETD8	87
MYOC_12140	MYOC	253
GSTA5_65764	GSTA5	257
TRIM29_33425	TRIM29	101
PALM2_57115	PALM2	142
OSTM1_36230	OSTM1	553
REEP4_51196	REEP4	304
KPNB1_10270	KPNB1	14
BOLA3_71233	BOLA3	81
LYL1_10900	LYL1	153
SPATA31A6_71464	SPATA31A6	76
MAP1LC3A_53803	MAP1LC3A	191
ZNF276_56368	ZNF276	65
DKKL1_35609	DKKL1	348
OBP2A_36993	OBP2A	136
USP17L3_74041	USP17L3	213
GOLGA6C_74377	GOLGA6C	105
HINT3_60327	HINT3	124
MCM7_11253	MCM7	24
NMD3_37680	NMD3	161
XKR4_57192	XKR4	505
ZNF280B_61054	ZNF280B	404
POLR1A_33984	POLR1A	95
STON1-GTF2A1L_68487	STON1-GTF2A1L	156
BTN3A3_27905	BTN3A3	291
SETD5_41937	SETD5	94
SRSF2_17195	SRSF2	18
CLEC4G_68930	CLEC4G	350
UPF1_16011	UPF1	51
NAPG_22935	NAPG	113
ARCN1_1061	ARCN1	95
BUD13_54216	BUD13	245
C1orf54_49444	C1orf54	83
BCHE_1618	BCHE	251
SMCO4_44628	SMCO4	221
LMX1B_10736	LMX1B	123
SLC25A36_41851	SLC25A36	193
AIF1L_52204	AIF1L	173
SMARCA4_17751	SMARCA4	613
OR13C8_60617	OR13C8	335
B4GALNT4_68790	B4GALNT4	200
HIST1H4A_21734	HIST1H4A	91
NOB1_36310	NOB1	51
ANKK1_66587	ANKK1	115
LARP1B_41670	LARP1B	431
TAF13_18680	TAF13	192
NPSR1_70734	NPSR1	111
OAZ1_12979	OAZ1	195
INSIG2_37939	INSIG2	430
G6PC3_56279	G6PC3	118
C14orf80_67450	C14orf80	158
TMEM246_53410	TMEM246	50
GLS2_35734	GLS2	46
RAVER2_41996	RAVER2	39
SLC50A1_43821	SLC50A1	246
MAP1LC3A_53806	MAP1LC3A	223
PPP5C_14687	PPP5C	326
TP53TG3C_74348	TP53TG3C	28
PAK1IP1_41285	PAK1IP1	58
KRT23_34268	KRT23	152
MTRNR2L7_75677	MTRNR2L7	338
FUT5_6658	FUT5	247
GLI3_7228	GLI3	424
PLK1_14173	PLK1	32
NR2C2_19548	NR2C2	232
ABCF1_59	ABCF1	134
PRR23D2_75477	PRR23D2	181
KRTAP10-3_70691	KRTAP10-3	230
CHRM4_3210	CHRM4	90
LMNTD2_66750	LMNTD2	130
CWC15_38891	CWC15	61
MZT2B_50691	MZT2B	101
MTRNR2L8_75801	MTRNR2L8	104
HSD11B1L_70349	HSD11B1L	279
GDF5_21394	GDF5	209
MTIF3_65218	MTIF3	449
DHDDS_50434	DHDDS	15
NES_29096	NES	269
OR6N1_59536	OR6N1	21
MIEF1_40013	MIEF1	139
CPA5_56620	CPA5	164
AHI1_40618	AHI1	658
FAM189A2_24762	FAM189A2	486
ZNF79_20612	ZNF79	122
PTGR2_61427	PTGR2	194
IMP3_42148	IMP3	58
CEP350_26206	CEP350	187
RPTOR_45711	RPTOR	41
SMIM6_75328	SMIM6	288
MLX_18877	MLX	340
SEMG2_17146	SEMG2	37
IQCH_48095	IQCH	231
TMED10_29721	TMED10	100
PSMD2_15244	PSMD2	58
RPS27A_16617	RPS27A	28
RFTN1_31988	RFTN1	239
NARFL_47786	NARFL	73
ZNF282_21897	ZNF282	215
CMSS1_53471	CMSS1	398
ECSIT_38396	ECSIT	167
SLC22A23_47032	SLC22A23	258
PCDHB10_43969	PCDHB10	150
OR1L6_72030	OR1L6	128
RAPGEF3_27997	RAPGEF3	122
PWP1_30233	PWP1	179
PIWIL4_61228	PIWIL4	197
IL1F10_53905	IL1F10	556
UFL1_32621	UFL1	169
THG1L_41193	THG1L	58
VARS2_45204	VARS2	161
DMBT1_4848	DMBT1	98
GOLGA8J_74235	GOLGA8J	24
EXTL1_5905	EXTL1	173
USP17L11_75588	USP17L11	49
KIR3DL3_57528	KIR3DL3	425
AFG3L2_29602	AFG3L2	5
FSBP_76227	FSBP	255
APOLD1_51733	APOLD1	69
N6AMT2_65704	N6AMT2	190
PSMC3IP_36717	PSMC3IP	372
SUGT1_29512	SUGT1	288
KIAA1429_34208	KIAA1429	81
CTNNA3_36542	CTNNA3	222
KIF24_69790	KIF24	231
PPP1R7_14594	PPP1R7	60
MSLN_27448	MSLN	95
AFF3_10441	AFF3	191
ORC1_13096	ORC1	41
NKPD1_67777	NKPD1	230
ACTR6_47797	ACTR6	14
HNRNPK_8612	HNRNPK	116
CHMP4B_59634	CHMP4B	61
DAZAP2_26024	DAZAP2	64
SPC24_61877	SPC24	106
LGR6_46822	LGR6	197
WDR38_72480	WDR38	207
PRR23D1_75388	PRR23D1	37
PPP2R5D_14656	PPP2R5D	83
SPTBN2_18149	SPTBN2	169
KRT74_58380	KRT74	162
MRPL57_48630	MRPL57	35
ARHGAP5_1134	ARHGAP5	77
SACM1L_31195	SACM1L	198
FCGRT_6171	FCGRT	273
KRTAP9-4_54760	KRTAP9-4	47
PRR30_69024	PRR30	183
TFAM_19001	TFAM	225
C19orf38_66670	C19orf38	173
RPRD1A_41891	RPRD1A	204
CAPZB_2321	CAPZB	29
RPRD1B_46567	RPRD1B	113
CTAGE6_69142	CTAGE6	169
GIMAP6_73349	GIMAP6	383
SORCS2_45770	SORCS2	239
MACF1_32957	MACF1	262
ROPN1B_62602	ROPN1B	67
SMIM10L1_75201	SMIM10L1	137
RFT1_56040	RFT1	112
DISC1_35774	DISC1	396
TBC1D16_58900	TBC1D16	306
APMAP_45092	APMAP	541
RAB17_47601	RAB17	444
IFITM3_27995	IFITM3	133
DDX49_40236	DDX49	30
LYPD6B_59843	LYPD6B	378
KATNBL1_49889	KATNBL1	53
LETM1_10583	LETM1	116
PELP1_35473	PELP1	101
REG4_52761	REG4	229
RPS3_16489	RPS3	190
RAP1GAP2_31752	RAP1GAP2	123
PSMA4_15155	PSMA4	23
SNED1_34286	SNED1	135
CDK7_2919	CDK7	112
FRMD6_58537	FRMD6	29
C8G_2032	C8G	153
SULT1A4_73304	SULT1A4	126
LOC79999_50558	LOC79999	525
ACOX2_21555	ACOX2	444
ZNF705G_75412	ZNF705G	41
OR52I1_71547	OR52I1	299
GPR137B_19320	GPR137B	274
OLFML2B_34041	OLFML2B	307
UHRF2_57493	UHRF2	561
N4BP2_43168	N4BP2	415
PPARA_14492	PPARA	724
BAMBI_33763	BAMBI	356
PCDHB16_46319	PCDHB16	117
CRYZ_3995	CRYZ	440
PLCH1_31440	PLCH1	97
MCF2L2_31735	MCF2L2	606
CRAT_3853	CRAT	504
ZNF789_68331	ZNF789	324
SUCO_38744	SUCO	206
PSME3_27316	PSME3	166
IL9_9464	IL9	304
KLHL28_40645	KLHL28	161
HIST1H1B_8097	HIST1H1B	114
TAX1BP1_23305	TAX1BP1	191
EPHX4_66280	EPHX4	229
CCR9_29215	CCR9	128
RPL3_16300	RPL3	10
HIST3H2BB_59498	HIST3H2BB	116
EIF4G2_5464	EIF4G2	31
UPF1_16009	UPF1	67
MCTP1_49895	MCTP1	95
FGFR3_6296	FGFR3	393
YWHAH_20401	YWHAH	14
FCF1_37718	FCF1	36
GJB5_7175	GJB5	96
PYGB_15609	PYGB	187
OR4F17_51515	OR4F17	77
BCAP31_27115	BCAP31	377
TOB2_29106	TOB2	48
SPATS1_65781	SPATS1	538
XPO1_20359	XPO1	55
CDC20_2804	CDC20	18
CTSH_4253	CTSH	228
NECAP1_34245	NECAP1	122
ARSJ_49483	ARSJ	399
ANKS6_65085	ANKS6	172
CFL2_3070	CFL2	284
ANKDD1B_74783	ANKDD1B	676
PURG_36849	PURG	185
HCN3_46139	HCN3	254
ZNF222_20642	ZNF222	17
ATXN2L_30666	ATXN2L	150
SCRN3_49459	SCRN3	189
PRAC2_70224	PRAC2	10
CSNK1D_4072	CSNK1D	158
CPNE6_24604	CPNE6	79
STBD1_23531	STBD1	99
MRGPRX1_66968	MRGPRX1	62
ZNF154_20727	ZNF154	113
STK35_61078	STK35	175
CCDC148_59896	CCDC148	348
KLHL6_55173	KLHL6	310
LRRC4_47374	LRRC4	398
CYP1A1_4335	CYP1A1	185
MFN2_26464	MFN2	57
KCNC4_9990	KCNC4	168
BDH2_44504	BDH2	54
ACSM1_57720	ACSM1	261
ODF3L1_63459	ODF3L1	37
HP1BP3_37350	HP1BP3	124
RNF103-CHMP3_76027	RNF103-CHMP3	169
HIST1H2BI_21681	HIST1H2BI	42
COPS8_29548	COPS8	91
ZNF594_53855	ZNF594	113
FAM213A_53378	FAM213A	76
DHRS13_61727	DHRS13	144
ZNF517_69161	ZNF517	267
DDT_4629	DDT	190
P2RY6_13206	P2RY6	285
ARID2_64452	ARID2	168
E2F4_5213	E2F4	420
BLOC1S2_67176	BLOC1S2	60
PTH2_56922	PTH2	208
TBC1D3_74996	TBC1D3	13
MEAF6_48001	MEAF6	56
CAP1_28259	CAP1	479
PDE3A_13508	PDE3A	120
FGFRL1_39651	FGFRL1	481
SCT_16946	SCT	27
MTOR_6583	MTOR	37
PTMS_15402	PTMS	133
TMEM258_2063	TMEM258	123
POLD4_46408	POLD4	152
CHRNE_3263	CHRNE	161
TMEM203_56700	TMEM203	93
PRMT5_28019	PRMT5	50
EYA2_5923	EYA2	201
NEDD8_12417	NEDD8	29
CCDC78_58697	CCDC78	65
ZNF775_68322	ZNF775	206
LBP_10518	LBP	60
DCHS1_22536	DCHS1	24
GDF1_7022	GDF1	194
DHRS7_39189	DHRS7	222
ANAPC11_38957	ANAPC11	52
TVP23C_64824	TVP23C	40
P2RX7_13192	P2RX7	122
PIGM_56468	PIGM	100
TSPY8_74691	TSPY8	54
TXN_19775	TXN	31
EXO1_24052	EXO1	100
GDF5_21393	GDF5	313
HECTD3_49530	HECTD3	156
MCM4_11241	MCM4	25
DR1_5022	DR1	424
SMNDC1_27636	SMNDC1	128
UBE2Z_48497	UBE2Z	323
IFNA17_9245	IFNA17	181
ZNF574_47986	ZNF574	123
IQCC_43149	IQCC	466
FDX1L_56864	FDX1L	39
TCAF1_25835	TCAF1	134
PM20D1_62079	PM20D1	212
MAP3K9_11531	MAP3K9	380
HSD17B7_38849	HSD17B7	61
WAPAL_31616	WAPAL	346
DERL3_55800	DERL3	466
PRRT2_56794	PRRT2	201
MAFA_71460	MAFA	80
ADAM9_22892	ADAM9	239
EVA1B_41879	EVA1B	221
RAB36_25349	RAB36	204
POLR3A_30202	POLR3A	36
FLII_6447	FLII	364
SPAG1_18029	SPAG1	102
MDM2_11291	MDM2	35
SLC2A9_44294	SLC2A9	299
VSX2_68836	VSX2	162
AKTIP_47712	AKTIP	65
NUDCD3_32656	NUDCD3	36
PLK1_14176	PLK1	29
ATXN7L3_44737	ATXN7L3	256
STK10_18420	STK10	540
CGB7_56641	CGB7	74
EIF3D_22610	EIF3D	30
SRP9_18200	SRP9	291
CEP89_54428	CEP89	226
RIOK3_22953	RIOK3	24
KIF5A_10164	KIF5A	53
IFNA21_9251	IFNA21	122
RNF7_25370	RNF7	82
E2F3_5209	E2F3	101
RPL35_30520	RPL35	16
TECR_25100	TECR	60
TLCD2_74516	TLCD2	75
HIST1H1C_8087	HIST1H1C	370
QTRTD1_49645	QTRTD1	455
USP36_45987	USP36	33
RERG_54710	RERG	435
EIF4E1B_66296	EIF4E1B	154
GLMP_56853	GLMP	350
ABCA2_47	ABCA2	130
SAG_16793	SAG	242
GPS1_7649	GPS1	109
METTL18_56215	METTL18	659
ZFC3H1_64419	ZFC3H1	231
ICT1_9114	ICT1	15
ZNF671_50277	ZNF671	101
REC8_26644	REC8	192
MCM6_11252	MCM6	162
CREG2_64715	CREG2	178
SF3B3_32835	SF3B3	126
PRSS35_63966	PRSS35	206
RPP30_28475	RPP30	113
STRADA_56207	STRADA	250
CEP162_30937	CEP162	153
TERF2_18988	TERF2	9
PIK3R6_61678	PIK3R6	355
CHD5_34418	CHD5	103
REEP2_38447	REEP2	165
NPIPA3_73716	NPIPA3	18
CECR2_36148	CECR2	160
SAMD14_64848	SAMD14	113
NUDCD3_32657	NUDCD3	228
FCGR2A_6155	FCGR2A	64
ABCC2_3482	ABCC2	70
HOXC5_8720	HOXC5	257
ACSS3_49390	ACSS3	33
SPAG16_49315	SPAG16	338
IPO11_38100	IPO11	69
MUC6_11923	MUC6	100
DNAJC25_73537	DNAJC25	304
GEMIN8_41141	GEMIN8	1
TRMT10C_41037	TRMT10C	107
FANCM_46254	FANCM	44
C8orf44_44175	C8orf44	164
MTRNR2L4_75786	MTRNR2L4	121
VPS53_42159	VPS53	146
OR1L4_66539	OR1L4	336
NISCH_30425	NISCH	189
TPSG1_33817	TPSG1	70
RPS20_16592	RPS20	19
ERAS_8826	ERAS	176
CNBD2_61076	CNBD2	275
PRC1_23718	PRC1	83
OR5H15_72610	OR5H15	77
GDF3_25254	GDF3	102
SPAG11A_74306	SPAG11A	60
WDR61_51204	WDR61	141
PLEKHM2_32077	PLEKHM2	142
XRCC5_20380	XRCC5	46
CREBZF_46558	CREBZF	76
CCDC116_63777	CCDC116	141
ZNF138_20683	ZNF138	71
PPP2R3B_36157	PPP2R3B	129
VEZT_42734	VEZT	148
MBP_11191	MBP	262
PPP5D1_75860	PPP5D1	224
STARD9_45705	STARD9	156
POTEF_74665	POTEF	58
MYL6_12082	MYL6	32
KTI12_56911	KTI12	233
BARHL1_44404	BARHL1	191
KLHDC4_40508	KLHDC4	177
LMOD1_33751	LMOD1	415
MARS2_56391	MARS2	165
AP3S1_3329	AP3S1	130
GRHPR_24669	GRHPR	196
TNF_19357	TNF	369
UBE2J2_58004	UBE2J2	135
SEC62_19272	SEC62	198
C10orf126_67187	C10orf126	176
NRBP2_69157	NRBP2	151
DOC2A_21963	DOC2A	74
CPLX2_29254	CPLX2	232
PIBF1_28171	PIBF1	194
DBR1_38007	DBR1	86
TMCO3_41280	TMCO3	96
GNB1L_40286	GNB1L	69
HOMER3_24881	HOMER3	67
ERICH2_68035	ERICH2	104
TUT1_48174	TUT1	28
SP2_18016	SP2	220
SMAD6_10975	SMAD6	255
AKT1S1_53523	AKT1S1	266
MRPS18C_37570	MRPS18C	40
DPP3_26912	DPP3	154
MPHOSPH6_27325	MPHOSPH6	108
HMCES_44650	HMCES	46
PIGS_56627	PIGS	211
SLU7_28527	SLU7	59
PDRG1_51724	PDRG1	69
MMP28_49008	MMP28	170
NCKAP1_29167	NCKAP1	143
HAGH_8151	HAGH	199
MFSD3_57034	MFSD3	268
PIKFYVE_64740	PIKFYVE	212
ZNF76_20605	ZNF76	121
C8orf44-SGK3_76150	C8orf44-SGK3	312
WDR87_52622	WDR87	58
RNF223_72518	RNF223	52
PALM2_57114	PALM2	168
JADE1_50473	JADE1	214
SFPQ_17171	SFPQ	137
GADD45GIP1_55489	GADD45GIP1	77
NOC4L_48809	NOC4L	27
CARS_2326	CARS	20
MVK_11950	MVK	39
LRRC75A_70999	LRRC75A	168
ACHE_133	ACHE	147
MAP1S_41910	MAP1S	357
C9orf84_63162	C9orf84	352
EIF3CL_74764	EIF3CL	130
SMG1_31581	SMG1	40
IGSF22_67296	IGSF22	160
INTS10_41808	INTS10	254
GSTA3_7882	GSTA3	110
TBX5_18769	TBX5	301
CCDC94_43084	CCDC94	59
GSG2_52674	GSG2	229
SYBU_42890	SYBU	270
PITPNM3_52069	PITPNM3	470
LIMK1_10661	LIMK1	149
LYPD2_60500	LYPD2	96
ASAP2_23201	ASAP2	130
SUGP1_46387	SUGP1	62
MRGPRX1_66967	MRGPRX1	42
COG3_52222	COG3	76
KIAA1522_46122	KIAA1522	392
GSTM5_7907	GSTM5	199
NARF_35066	NARF	261
SCO1_16939	SCO1	231
FMO1_6487	FMO1	378
ACOT12_60279	ACOT12	108
DPP9_55713	DPP9	134
CBWD3_73314	CBWD3	93
SHANK2_31299	SHANK2	108
MRPL51_38271	MRPL51	190
JMJD4_48413	JMJD4	167
RXFP1_46811	RXFP1	279
UTP20_36069	UTP20	94
C17orf58_67595	C17orf58	128
CTNNA2_4205	CTNNA2	221
LSM10_54642	LSM10	59
TRIM44_40527	TRIM44	456
TSPY1_19656	TSPY1	51
PSMD1_15237	PSMD1	55
PTDSS1_25992	PTDSS1	64
CD6_2581	CD6	146
TFAP2E_68971	TFAP2E	308
LOC286238_68410	LOC286238	304
FUS_6637	FUS	106
AP1G1_465	AP1G1	68
TIAF1_24226	TIAF1	82
TUBB4B_27904	TUBB4B	103
NEDD9_12424	NEDD9	194
CCDC96_66896	CCDC96	218
AKAP9_27144	AKAP9	172
TRIM52_54282	TRIM52	170
ADORA1_370	ADORA1	184
SAA2_16777	SAA2	109
FH_6323	FH	325
OR7G1_58975	OR7G1	332
GPBP1L1_46832	GPBP1L1	91
SAE1_26855	SAE1	50
TBCE_18751	TBCE	118
INADL_27353	INADL	203
GATA1_6907	GATA1	244
PIFO_59508	PIFO	74
ELF2_5507	ELF2	200
ZNF497_63583	ZNF497	58
MBD3L5_67863	MBD3L5	67
FAM151A_68695	FAM151A	137
MAP2K3_14929	MAP2K3	158
LARP7_39070	LARP7	171
PCDH8_13405	PCDH8	185
ZNF479_55637	ZNF479	70
UPP2_62522	UPP2	123
HRK_22846	HRK	107
KDSR_6675	KDSR	198
TEC_18959	TEC	291
CENPO_49068	CENPO	285
GOLGA6L1_67490	GOLGA6L1	16
RFC5_16045	RFC5	33
TCEAL4_50359	TCEAL4	70
RBM7_27268	RBM7	304
TMEM180_50139	TMEM180	208
KDM3B_39489	KDM3B	148
RNF20_44158	RNF20	67
SYT13_45937	SYT13	400
EXOC4_46859	EXOC4	112
COL2A1_3555	COL2A1	105
PEX19_15569	PEX19	120
FCHO1_31877	FCHO1	310
SACM1L_31196	SACM1L	42
DNAJC5_51151	DNAJC5	149
TCTEX1D1_64655	TCTEX1D1	120
CCDC97_55406	CCDC97	308
FAM120C_41117	FAM120C	117
TOR3A_47557	TOR3A	224
F8A2_73368	F8A2	276
USP17L28_74686	USP17L28	38
SPINK4_35942	SPINK4	101
TVP23A_75107	TVP23A	123
CCDC65_55030	CCDC65	459
CT45A5_73158	CT45A5	38
WDR72_66811	WDR72	170
SYCE2_66706	SYCE2	82
IRF6_9720	IRF6	79
TSEN2_51300	TSEN2	138
P3H3_28411	P3H3	370
PAPSS2_23733	PAPSS2	197
ATP5J_1446	ATP5J	54
ARL4D_1085	ARL4D	24
OR11H4_71795	OR11H4	193
OMD_13010	OMD	244
ARID1A_21516	ARID1A	106
PAG1_43498	PAG1	285
9-Sep_29209	9-Sep	334
H2AFZ_8118	H2AFZ	112
WDR89_56870	WDR89	63
VRTN_42037	VRTN	42
NDUFV2_12394	NDUFV2	221
ZNF282_21898	ZNF282	428
BEST4_67061	BEST4	299
SLC39A5_67336	SLC39A5	381
ARFRP1_27133	ARFRP1	49
FBXO7_33720	FBXO7	180
PRR21_73877	PRR21	446
RRAS2_30865	RRAS2	63
ACADM_103	ACADM	75
EEF2_5328	EEF2	252
SLC7A4_17574	SLC7A4	102
TNNT2_19411	TNNT2	180
EIF3H_22621	EIF3H	438
YPEL3_52420	YPEL3	130
GNAI3_7313	GNAI3	727
POLR3E_43135	POLR3E	74
MED26_24835	MED26	41
PGAM4_73167	PGAM4	133
PRCD_75094	PRCD	36
ZNF229_20872	ZNF229	140
NCF1_74299	NCF1	98
EFHC1_57117	EFHC1	120
SUPV3L1_18507	SUPV3L1	76
PTGR2_61428	PTGR2	50
C11orf57_41965	C11orf57	71
FAM173B_60219	FAM173B	232
BECN1_22664	BECN1	159
KRT32_10388	KRT32	100
SCYL3_45119	SCYL3	143
XPA_20342	XPA	136
GBP2_6946	GBP2	189
INHA_9598	INHA	354
OR2S2_44338	OR2S2	294
HMGB2_8484	HMGB2	169
FAM163A_62066	FAM163A	420
RAD51B_15748	RAD51B	144
SAMD12_72448	SAMD12	70
ZDBF2_46205	ZDBF2	135
PRIM2_14759	PRIM2	74
MRPL48_39200	MRPL48	275
EPG5_46344	EPG5	286
MGME1_56303	MGME1	142
PXMP2_15581	PXMP2	386
CYP2E1_4386	CYP2E1	49
IGHMBP2_9343	IGHMBP2	64
STRN4_36704	STRN4	153
ZNF638_36039	ZNF638	220
RNF20_44155	RNF20	67
ATP10A_45265	ATP10A	187
ABR_82	ABR	124
SLC6A6_17533	SLC6A6	76
RABGAP1_33379	RABGAP1	431
DCP1A_43428	DCP1A	177
YARS2_37675	YARS2	105
PPM1D_22088	PPM1D	127
PGBD3_67099	PGBD3	89
BRAP_21573	BRAP	261
SEC14L3_67059	SEC14L3	109
RPTN_59200	RPTN	202
FUBP3_23463	FUBP3	396
ACE_4583	ACE	68
PHF23_48987	PHF23	21
SLC26A10_48358	SLC26A10	147
LSS_10823	LSS	29
AARS_33	AARS	99
ADCY5_290	ADCY5	296
FAM187B_61952	FAM187B	128
ZC3H14_50244	ZC3H14	248
TIMM13_35104	TIMM13	29
TMEM263_55497	TMEM263	98
SNRPB_17869	SNRPB	58
TNFRSF18_22957	TNFRSF18	155
PNKP_30710	PNKP	44
RMND5A_48088	RMND5A	106
FAM189A1_32569	FAM189A1	161
VIPR2_20171	VIPR2	269
DMPK_4866	DMPK	146
MORC1_35663	MORC1	222
CLSTN3_25829	CLSTN3	437
SMS_17801	SMS	313
AIRE_905	AIRE	84
CCR8_3466	CCR8	214
ENPEP_5603	ENPEP	219
MED21_24757	MED21	60
WHSC1_20251	WHSC1	333
LRRC15_59968	LRRC15	176
ADCY2_284	ADCY2	199
OR7E24_35228	OR7E24	215
PKMYT1_23828	PKMYT1	64
FGFBP3_61162	FGFBP3	408
SSH3_41144	SSH3	299
VILL_37417	VILL	44
FAM8A1_38765	FAM8A1	150
ATP6V1E1_1470	ATP6V1E1	90
CCNY_65374	CCNY	230
LHX8_72820	LHX8	209
TSPAN31_16819	TSPAN31	348
ABCF1_60	ABCF1	26
TTK_19698	TTK	57
STAB2_42695	STAB2	260
GPRC6A_66011	GPRC6A	119
WWC2_50603	WWC2	456
NUBP2_27009	NUBP2	63
ABCB1_13836	ABCB1	113
PRCD_75092	PRCD	75
LONP1_24600	LONP1	71
SIGLECL1_67801	SIGLECL1	39
SIRT4_32727	SIRT4	102
SPATA20_48155	SPATA20	79
LRRC23_27451	LRRC23	177
CENPK_47380	CENPK	15
WDR55_40772	WDR55	12
KDM4A_25593	KDM4A	197
HAUS7_42665	HAUS7	321
GOT1_7429	GOT1	479
C2orf16_53159	C2orf16	207
RTN4RL1_61655	RTN4RL1	280
RNH1_16218	RNH1	220
HOXD11_8776	HOXD11	288
AS3MT_45442	AS3MT	139
DAP_4510	DAP	188
DNAJC22_50481	DNAJC22	275
MGC57346-CRHR1_76440	MGC57346-CRHR1	287
MYOZ1_46685	MYOZ1	392
GGT5_7103	GGT5	242
DAD1_4478	DAD1	14
CDS2_22900	CDS2	99
LRIT3_69667	LRIT3	306
RPS15A_16570	RPS15A	7
AMBRA1_42844	AMBRA1	28
PCMT1_13432	PCMT1	240
PSMB5_15188	PSMB5	79
SNRNP35_30010	SNRNP35	75
UMODL1_55091	UMODL1	135
PIK3R4_37149	PIK3R4	75
HUS1B_60358	HUS1B	288
ZNF18_20503	ZNF18	124
EP400_46086	EP400	21
STX18_39594	STX18	120
GTSCR1_65579	GTSCR1	134
MRAP_44144	MRAP	195
RNMTL1_41823	RNMTL1	165
ZNF792_59144	ZNF792	182
FBXO6_34899	FBXO6	246
ALDH1A3_618	ALDH1A3	213
DDX60_42754	DDX60	260
HIST2H3C_59253	HIST2H3C	63
CELSR3_5370	CELSR3	62
C3orf30_62663	C3orf30	252
RBFOX1_40432	RBFOX1	322
SLC24A2_33664	SLC24A2	252
CCDC142_54301	CCDC142	120
PCBP4_44915	PCBP4	207
ADGRG6_45285	ADGRG6	118
OR5K3_72615	OR5K3	88
ANXA8L1_74571	ANXA8L1	95
RTCB_38873	RTCB	103
AGO3_64342	AGO3	245
CSF1_4012	CSF1	44
CD79A_2754	CD79A	154
NEURL2_60999	NEURL2	111
GTPBP10_55058	GTPBP10	49
CFAP126_66880	CFAP126	330
KRTAP9-1_74635	KRTAP9-1	116
CHTF18_47139	CHTF18	61
RALGDS_15784	RALGDS	560
MALL_20998	MALL	183
PHAX_39514	PHAX	110
PARP14_40342	PARP14	143
OTUB1_42787	OTUB1	151
ZC2HC1C_49666	ZC2HC1C	55
RNF40_26042	RNF40	25
KIF24_69792	KIF24	225
TUBGCP4_35805	TUBGCP4	97
GTF3C5_24498	GTF3C5	167
AP1G2_23367	AP1G2	191
MAD2L1BP_25304	MAD2L1BP	159
NARS_12207	NARS	31
SPARCL1_21847	SPARCL1	252
MFGE8_11409	MFGE8	465
SCG5_17257	SCG5	270
TMEM55A_42612	TMEM55A	104
KNTC1_25792	KNTC1	140
INCA1_70974	INCA1	160
SCN10A_16920	SCN10A	273
CTNS_4209	CTNS	161
TMEM253_73791	TMEM253	83
NMNAT1_48107	NMNAT1	71
TSTD1_75356	TSTD1	222
RHEB_16140	RHEB	129
SPI1_18060	SPI1	97
PPIE_28120	PPIE	45
WDHD1_30351	WDHD1	117
ZNF225_20854	ZNF225	108
PTTG2_29050	PTTG2	50
TUFM_19735	TUFM	25
EXOC2_43319	EXOC2	237
BRCC3_49104	BRCC3	294
ADGRF3_63812	ADGRF3	396
TMEM196_66712	TMEM196	316
MORN5_66534	MORN5	284
CRX_3928	CRX	351
SLC25A37_38463	SLC25A37	87
APITD1-CORT_76017	APITD1-CORT	116
BTBD10_53330	BTBD10	209
NUP210_32144	NUP210	161
SLFN14_69415	SLFN14	377
VPS37B_49740	VPS37B	131
FKBP1A_6347	FKBP1A	11
PYHIN1_62208	PYHIN1	262
PHF23_48990	PHF23	81
GPD2_7472	GPD2	41
BECN1_22663	BECN1	81
RPAP2_50212	RPAP2	57
TIMELESS_23397	TIMELESS	96
SPRR2A_18105	SPRR2A	447
SLC6A17_71142	SLC6A17	80
CD19_2608	CD19	366
SLX4_53668	SLX4	34
CCT8_28935	CCT8	45
CCR6_3459	CCR6	269
SIGLEC14_75118	SIGLEC14	198
SNRNP40_24751	SNRNP40	66
PSG4_15114	PSG4	179
SERPINF2_14168	SERPINF2	268
CLTCL1_21423	CLTCL1	336
EIF1AY_23819	EIF1AY	115
SUPT16H_30451	SUPT16H	4
LOC100131303_75368	LOC100131303	137
CXorf49B_75466	CXorf49B	279
PAPSS1_23738	PAPSS1	20
