sgRNA	Gene	Clip2_8_IN8_treatment_BC23_IGO_09496_15_S15
AKAP17A_21444	AKAP17A	32
ATF1_1298	ATF1	24
FAT4_49456	FAT4	97
WEE1_20242	WEE1	32
RASGEF1B_62738	RASGEF1B	47
CLUH_32322	CLUH	20
MDK_11285	MDK	36
SSX3_27381	SSX3	33
HDAC10_52686	HDAC10	51
CFHR2_8309	CFHR2	41
15-Sep_24729	15-Sep	8
TNFRSF10D_22992	TNFRSF10D	27
SP100_18025	SP100	33
ADI1_42105	ADI1	21
SPATA21_70404	SPATA21	23
NAP1L2_12194	NAP1L2	46
LONRF1_55963	LONRF1	196
NOP10_42561	NOP10	7
Non-Targeting Control_76507	Non-Targeting Control	211
C16orf95_75905	C16orf95	42
FA2H_49015	FA2H	27
PRR25_70942	PRR25	41
GSX2_64229	GSX2	194
TUBA1A_20985	TUBA1A	65
Non-Targeting Control_77174	Non-Targeting Control	278
SLCO6A1_60157	SLCO6A1	125
HEY1_32864	HEY1	18
6-Sep_31902	6-Sep	160
EPRS_5715	EPRS	11
EXD3_41041	EXD3	34
GATM_6925	GATM	114
POM121C_75120	POM121C	62
EMX1_5561	EMX1	52
SCML2_27918	SCML2	99
KIAA0368_32671	KIAA0368	52
C11orf91_75373	C11orf91	22
MAGEA9_11028	MAGEA9	33
SLC9A9_68062	SLC9A9	37
STK17B_24344	STK17B	80
HRCT1_74158	HRCT1	46
C19orf81_69456	C19orf81	118
DEFB136_73615	DEFB136	57
TMEM215_72453	TMEM215	25
H1F0_8084	H1F0	55
WDR27_66348	WDR27	83
LRRC73_65796	LRRC73	13
CREB3L3_54073	CREB3L3	55
CD151_2769	CD151	69
SHISA2_70901	SHISA2	64
B9D1_35521	B9D1	28
ADH6_354	ADH6	89
NGDN_34263	NGDN	69
CARD6_53995	CARD6	28
SNRPN_17905	SNRPN	122
PVRL3_34164	PVRL3	61
ZBED4_26318	ZBED4	167
RASSF3_67319	RASSF3	162
SPHK2_44427	SPHK2	12
SNX4_22789	SNX4	86
MSANTD4_53592	MSANTD4	60
SLC16A14_62511	SLC16A14	87
ACSL4_6052	ACSL4	83
OR51A2_72509	OR51A2	128
Non-Targeting Control_76977	Non-Targeting Control	141
HLA-E_8449	HLA-E	56
GLT1D1_61331	GLT1D1	44
OR14I1_72536	OR14I1	50
RNF169_66431	RNF169	30
PRAMEF9_69498	PRAMEF9	155
GAB4_59645	GAB4	172
MXD1_10946	MXD1	91
CLPTM1_3422	CLPTM1	72
CLEC14A_63403	CLEC14A	64
H1FNT_69335	H1FNT	47
SLC13A3_48165	SLC13A3	15
RSPH6A_51606	RSPH6A	26
DDX39B_21084	DDX39B	41
RAVER1_58966	RAVER1	82
NAT16_70520	NAT16	69
MMGT1_56507	MMGT1	21
AGMAT_50024	AGMAT	132
CBWD2_62350	CBWD2	48
SLC44A4_51274	SLC44A4	88
Non-Targeting Control_77376	Non-Targeting Control	248
NR6A1_7004	NR6A1	64
BCL2L12_52266	BCL2L12	76
Non-Targeting Control_77265	Non-Targeting Control	278
COL2A1_3554	COL2A1	138
IGSF23_61844	IGSF23	36
TRIM17_37895	TRIM17	75
DOCK11_60768	DOCK11	74
Non-Targeting Control_76769	Non-Targeting Control	222
CCR3_3445	CCR3	30
CCBL2_44193	CCBL2	127
CEP152_31410	CEP152	26
HIST3H3_21518	HIST3H3	50
CRYZ_3995	CRYZ	19
ANAPC16_58142	ANAPC16	41
AQP8_965	AQP8	35
TAAR9_60312	TAAR9	80
REC114_67463	REC114	30
ASIC1_132	ASIC1	21
GJA10_54056	GJA10	11
RNF166_57607	RNF166	36
Non-Targeting Control_77431	Non-Targeting Control	224
IFNA4_9210	IFNA4	92
RIBC1_63220	RIBC1	45
ZNF222_20644	ZNF222	30
PLK5_59172	PLK5	125
OR8J3_51523	OR8J3	32
KCNS1_10130	KCNS1	150
EVI2A_5877	EVI2A	155
CCDC61_74923	CCDC61	55
SUMO3_17806	SUMO3	47
GCLM_7202	GCLM	55
LILRB3_29892	LILRB3	103
OR2T5_72529	OR2T5	18
SMURF1_45150	SMURF1	21
KLK4_25389	KLK4	82
SFTPC_17231	SFTPC	28
KCNK18_68746	KCNK18	35
MYZAP_76225	MYZAP	41
DTWD1_44782	DTWD1	93
LTA_10830	LTA	16
Non-Targeting Control_77264	Non-Targeting Control	92
C14orf166_39194	C14orf166	73
PI4K2A_42454	PI4K2A	69
ZBTB9_65834	ZBTB9	29
EIF3H_22624	EIF3H	47
PLEKHH3_50542	PLEKHH3	61
OR2L5_51577	OR2L5	28
MVB12B_55170	MVB12B	10
TPPP3_39282	TPPP3	48
NOM1_47805	NOM1	29
SLC30A6_42999	SLC30A6	47
RSPH3_52554	RSPH3	61
C8orf76_54525	C8orf76	51
Non-Targeting Control_76547	Non-Targeting Control	255
MGAT5_11438	MGAT5	25
ZNF224_20851	ZNF224	28
EIF4EBP2_5454	EIF4EBP2	55
TIGD3_65602	TIGD3	12
SLC18A3_17670	SLC18A3	4
CBX7_32940	CBX7	45
CASC10_72124	CASC10	74
EIF5A2_44313	EIF5A2	131
ARHGEF3_37309	ARHGEF3	12
PMM1_14258	PMM1	141
GDF7_62507	GDF7	55
SYCP2_27914	SYCP2	32
NINL_31361	NINL	76
RS1_16660	RS1	81
CLPSL2_71373	CLPSL2	49
PAQR9_69641	PAQR9	85
IKBIP_58385	IKBIP	75
LPCAT3_27214	LPCAT3	62
KRTAP29-1_76158	KRTAP29-1	152
VRK3_38192	VRK3	65
FCER1G_6137	FCER1G	39
APOO_48971	APOO	68
ICAM2_9098	ICAM2	84
DNPEP_33132	DNPEP	85
Non-Targeting Control_76638	Non-Targeting Control	252
CXCL6_17043	CXCL6	77
DPEP1_4984	DPEP1	61
FZD3_21132	FZD3	152
DYNC1I1_4922	DYNC1I1	42
ZNF593_37611	ZNF593	285
EIF3I_22625	EIF3I	19
USP47_41373	USP47	13
RNF217_62884	RNF217	31
RBM41_42202	RBM41	40
NEUROD1_12472	NEUROD1	48
NCOR2_25362	NCOR2	33
NUCKS1_47903	NUCKS1	48
TAS2R10_37398	TAS2R10	75
BMP8B_1797	BMP8B	25
Non-Targeting Control_77236	Non-Targeting Control	300
Non-Targeting Control_76910	Non-Targeting Control	253
Non-Targeting Control_76521	Non-Targeting Control	222
ADNP_32675	ADNP	18
APOO_48973	APOO	64
C1QTNF2_57331	C1QTNF2	86
Non-Targeting Control_76530	Non-Targeting Control	633
FAM167A_52323	FAM167A	40
CXCR1_9460	CXCR1	34
IL17RB_42636	IL17RB	11
SLC4A1_17486	SLC4A1	68
Non-Targeting Control_77009	Non-Targeting Control	276
PLAC4_64320	PLAC4	65
GYPB_8038	GYPB	86
TRAPPC8_31089	TRAPPC8	38
XAF1_40470	XAF1	30
ARMC3_65346	ARMC3	67
FAR1_53082	FAR1	55
TRIM39_44341	TRIM39	20
Non-Targeting Control_77240	Non-Targeting Control	185
TMEM120B_61321	TMEM120B	29
HMGN5_49187	HMGN5	64
FAM24B_64465	FAM24B	57
PCSK1_13453	PCSK1	50
TMEM151B_73063	TMEM151B	156
IPO7_28382	IPO7	63
PHLDA1_30907	PHLDA1	81
PDLIM2_47579	PDLIM2	59
DQX1_63844	DQX1	28
BAK1_1581	BAK1	35
PCTP_46560	PCTP	163
ITGBL1_24592	ITGBL1	91
Non-Targeting Control_76669	Non-Targeting Control	324
EXOC6B_32168	EXOC6B	41
NFIL3_12532	NFIL3	20
Non-Targeting Control_77015	Non-Targeting Control	172
KRTAP1-1_51970	KRTAP1-1	87
TYSND1_65362	TYSND1	111
Non-Targeting Control_76889	Non-Targeting Control	132
IL13RA1_9514	IL13RA1	33
WFIKKN1_57918	WFIKKN1	19
ARL6_52899	ARL6	20
FBXO39_63543	FBXO39	36
GNB4_46801	GNB4	139
SLC7A7_23721	SLC7A7	36
AVL9_31667	AVL9	64
PRSS27_52608	PRSS27	50
RBM7_27266	RBM7	106
FADS2_24771	FADS2	233
TNFRSF6B_22922	TNFRSF6B	26
GAP43_6871	GAP43	37
RASSF10_73963	RASSF10	36
Non-Targeting Control_76625	Non-Targeting Control	401
AKR1B10_44843	AKR1B10	20
Non-Targeting Control_77228	Non-Targeting Control	182
TCEANC2_59355	TCEANC2	46
SH3BP5_24922	SH3BP5	59
SORL1_17959	SORL1	64
MT1F_11817	MT1F	27
PAGE5_55614	PAGE5	76
CHRM3_3207	CHRM3	35
CGNL1_54592	CGNL1	48
GATA3_6913	GATA3	101
ACBD5_55853	ACBD5	36
C6orf10_28854	C6orf10	95
H2AFB2_73357	H2AFB2	28
KLHL18_32315	KLHL18	27
Non-Targeting Control_76850	Non-Targeting Control	215
MYOC_12138	MYOC	7
HNRNPA3_65646	HNRNPA3	17
TIE1_19197	TIE1	31
HOXC12_8741	HOXC12	130
KCNN4_10115	KCNN4	32
PGBD2_67096	PGBD2	7
Non-Targeting Control_76716	Non-Targeting Control	20
MTRNR2L8_75800	MTRNR2L8	124
TCEANC_64117	TCEANC	115
ZNF610_63569	ZNF610	44
OR1B1_69787	OR1B1	34
ZNF423_31695	ZNF423	59
NIT1_12621	NIT1	146
Non-Targeting Control_76506	Non-Targeting Control	275
TIFA_56300	TIFA	223
LHX9_44707	LHX9	158
C8orf58_73506	C8orf58	12
KCNB2_24448	KCNB2	73
SLC23A2_26579	SLC23A2	315
PDK3_13611	PDK3	112
SLC1A7_17454	SLC1A7	172
C7orf62_65319	C7orf62	115
NANOGNB_70212	NANOGNB	156
WDPCP_37642	WDPCP	44
TMEM132E_58834	TMEM132E	27
PIN4_14011	PIN4	95
PRR20E_74871	PRR20E	53
SLFN14_69414	SLFN14	37
TMEM132B_57221	TMEM132B	46
Non-Targeting Control_77362	Non-Targeting Control	298
AUP1_1517	AUP1	8
RP1L1_56722	RP1L1	44
LIMA1_38836	LIMA1	19
MATK_11149	MATK	219
TENM1_27264	TENM1	116
PHACTR4_48525	PHACTR4	134
P2RY6_13207	P2RY6	20
PLEKHB2_41411	PLEKHB2	69
SYT7_23750	SYT7	23
NFIL3_12530	NFIL3	28
ZGRF1_42404	ZGRF1	27
OR2J2_35272	OR2J2	93
DCK_4571	DCK	78
Non-Targeting Control_77222	Non-Targeting Control	232
ZNF701_43291	ZNF701	172
HCK_8239	HCK	5
TRAF3_19562	TRAF3	65
PLEKHG7_72881	PLEKHG7	49
MAP2K6_14940	MAP2K6	31
SEC61A2_41818	SEC61A2	42
KRT39_71854	KRT39	100
ZFAND3_47025	ZFAND3	88
ARAP3_47736	ARAP3	57
CCDC112_62821	CCDC112	51
CRIP3_72403	CRIP3	24
NID1_12609	NID1	107
VTI1B_28270	VTI1B	42
SMIM3_54749	SMIM3	55
GSTP1_7910	GSTP1	32
PCSK5_13459	PCSK5	13
SHROOM3_46041	SHROOM3	40
KIR2DL1_10178	KIR2DL1	41
S100A9_16746	S100A9	43
TNP1_19419	TNP1	74
LMTK2_31005	LMTK2	110
Non-Targeting Control_77327	Non-Targeting Control	114
ST6GALNAC6_37082	ST6GALNAC6	42
NR1I2_23210	NR1I2	107
AHR_544	AHR	114
Non-Targeting Control_76583	Non-Targeting Control	357
Non-Targeting Control_77249	Non-Targeting Control	140
RNF122_50131	RNF122	72
DDX19B_30652	DDX19B	42
TMEM110_70487	TMEM110	39
Non-Targeting Control_76713	Non-Targeting Control	223
CDC14B_22302	CDC14B	70
LOR_10748	LOR	14
Non-Targeting Control_77014	Non-Targeting Control	96
CYLC2_4326	CYLC2	36
Non-Targeting Control_77252	Non-Targeting Control	114
BPY2_23805	BPY2	138
KIF20A_27045	KIF20A	48
OR1B1_69785	OR1B1	128
NFYC_12583	NFYC	254
APOBEC3C_36108	APOBEC3C	77
TCEANC2_59353	TCEANC2	98
BMPR1A_1801	BMPR1A	77
SLCO6A1_60158	SLCO6A1	59
PAAF1_50965	PAAF1	68
TAS2R3_37364	TAS2R3	29
DYDC2_53512	DYDC2	56
C10orf88_50579	C10orf88	61
JADE3_25906	JADE3	155
HK1_8361	HK1	80
PILRA_36998	PILRA	87
IQCA1L_72065	IQCA1L	47
OR2F1_34757	OR2F1	103
HDC_8272	HDC	28
MAN1C1_45086	MAN1C1	175
CD52_2979	CD52	32
TC2N_58576	TC2N	2
ADNP2_30998	ADNP2	5
TAF5L_35563	TAF5L	141
CYSLTR2_44992	CYSLTR2	187
GRPR_7840	GRPR	86
SLC7A14_46297	SLC7A14	45
IRX2_62804	IRX2	9
MRPL15_36431	MRPL15	3
MTUS1_45675	MTUS1	85
SIGLEC12_55176	SIGLEC12	18
ZGPAT_53849	ZGPAT	78
PDCD2L_53424	PDCD2L	29
TBPL2_70754	TBPL2	25
MACROD2_60952	MACROD2	168
BUB1_1936	BUB1	63
ZNF277_30388	ZNF277	122
LEUTX_69441	LEUTX	150
OR10AG1_67140	OR10AG1	36
PHF20L1_37820	PHF20L1	12
ITSN2_37271	ITSN2	28
ITGB1_9797	ITGB1	87
FCER1G_6138	FCER1G	17
SLC20A2_17681	SLC20A2	66
ARMC12_65821	ARMC12	92
EXOG_26512	EXOG	31
FGFR1OP_30160	FGFR1OP	58
LIM2_10655	LIM2	38
TAS2R16_37373	TAS2R16	41
WASL_23520	WASL	44
FCN2_6184	FCN2	22
TNNC2_19362	TNNC2	67
KCNG1_10016	KCNG1	28
MIR1-1HG_59615	MIR1-1HG	144
Non-Targeting Control_76532	Non-Targeting Control	219
Non-Targeting Control_76647	Non-Targeting Control	254
CRYBB3_3968	CRYBB3	91
SMIM10_73934	SMIM10	152
LCE3A_70089	LCE3A	42
BLMH_1748	BLMH	76
DDX17_28360	DDX17	26
KDM2B_54009	KDM2B	29
CSRP3_21226	CSRP3	50
STX11_22655	STX11	118
RXRB_16685	RXRB	51
SLC39A4_42859	SLC39A4	16
SAMD13_62025	SAMD13	59
FAM71C_64428	FAM71C	18
ADH6_353	ADH6	228
KRTAP12-3_70695	KRTAP12-3	196
AUTS2_34463	AUTS2	69
ZC3H3_31863	ZC3H3	37
SOX4_17981	SOX4	52
DLX4_4834	DLX4	12
LONRF1_55961	LONRF1	25
PKD1L1_64018	PKD1L1	25
TBC1D28_66456	TBC1D28	36
FAM170B_64130	FAM170B	110
GJD3_58906	GJD3	121
DCTPP1_48872	DCTPP1	103
FOXO4_11569	FOXO4	58
MMP9_11606	MMP9	31
DEFA5_4691	DEFA5	93
LOXL4_53043	LOXL4	23
CDH9_2864	CDH9	120
COL4A6_3584	COL4A6	62
CT45A10_76404	CT45A10	160
SCN2B_16887	SCN2B	63
ASPA_1274	ASPA	126
PGAM2_13791	PGAM2	68
ARSG_31170	ARSG	51
IRF5_9715	IRF5	86
NLRP4_61905	NLRP4	24
PNPLA4_21446	PNPLA4	116
OR4K14_58518	OR4K14	114
Non-Targeting Control_76978	Non-Targeting Control	216
EMILIN2_52781	EMILIN2	10
FNBP1_31576	FNBP1	134
SHISA3_62685	SHISA3	81
UBQLN3_37253	UBQLN3	63
FDPS_6189	FDPS	7
CELA3A_27123	CELA3A	69
GLP2R_24536	GLP2R	76
IQCF1_60021	IQCF1	126
HIST1H3B_21731	HIST1H3B	84
OR8H1_65269	OR8H1	99
NOC3L_47614	NOC3L	41
GLTSCR1L_32978	GLTSCR1L	36
USHBP1_52587	USHBP1	81
BIRC7_49240	BIRC7	64
ADPRM_44775	ADPRM	21
FAM193B_40189	FAM193B	94
GSAP_39777	GSAP	81
KCTD2_32993	KCTD2	47
NUDT2_874	NUDT2	91
SPRED1_63456	SPRED1	137
WASF3_29242	WASF3	60
LOC102724957_76432	LOC102724957	55
DCLRE1A_26495	DCLRE1A	79
SHISA8_73019	SHISA8	45
SFTA3_66375	SFTA3	17
RAP2C_46450	RAP2C	67
UBE4B_27603	UBE4B	19
C10orf91_64147	C10orf91	47
P2RY4_13204	P2RY4	31
DDC_4605	DDC	85
C1orf115_49875	C1orf115	49
FCAR_6127	FCAR	67
OR5H15_72612	OR5H15	82
CEBPG_3020	CEBPG	40
JAZF1_65901	JAZF1	19
PNPLA8_37301	PNPLA8	23
DHRS4L1_74745	DHRS4L1	85
NPL_51463	NPL	31
CCND2_2492	CCND2	96
SERPINB11_55099	SERPINB11	22
FASTKD3_48857	FASTKD3	61
S100P_16772	S100P	57
MAGEA3_11007	MAGEA3	61
UCP1_19917	UCP1	28
PHF1_13854	PHF1	55
TYW1_42092	TYW1	58
AMZ2_38501	AMZ2	41
CPNE9_62561	CPNE9	12
NKX2-8_34856	NKX2-8	70
Non-Targeting Control_76826	Non-Targeting Control	207
RASGEF1A_65654	RASGEF1A	55
ABHD6_45424	ABHD6	124
KCTD5_39936	KCTD5	118
FNDC8_40488	FNDC8	36
KLK10_15080	KLK10	167
TMEM102_67655	TMEM102	154
KRAS_10299	KRAS	91
Non-Targeting Control_76608	Non-Targeting Control	178
GRIK2_7739	GRIK2	122
RARA_15831	RARA	192
ALAS1_583	ALAS1	73
ADRBK2_437	ADRBK2	34
CYP2C19_4366	CYP2C19	53
MRLN_75931	MRLN	69
HLA-C_8387	HLA-C	70
TMEM221_75292	TMEM221	44
SLC41A1_66475	SLC41A1	13
HHATL_45538	HHATL	20
ZDHHC8_36640	ZDHHC8	49
PROB1_71353	PROB1	86
ST8SIA3_37621	ST8SIA3	90
TRPC1_19598	TRPC1	45
AGTRAP_44934	AGTRAP	26
SCN8A_16909	SCN8A	66
Non-Targeting Control_76478	Non-Targeting Control	347
KLHDC7B_57043	KLHDC7B	14
Non-Targeting Control_77051	Non-Targeting Control	196
KRTAP29-1_76160	KRTAP29-1	53
RET_16023	RET	74
RNF6_16213	RNF6	44
ADIPOR2_49366	ADIPOR2	69
SCUBE3_66050	SCUBE3	29
KRT85_10424	KRT85	20
TTLL6_67621	TTLL6	56
CNDP1_54132	CNDP1	21
DCAF8_37324	DCAF8	109
Non-Targeting Control_77172	Non-Targeting Control	155
NGFRAP1_35409	NGFRAP1	98
Non-Targeting Control_76878	Non-Targeting Control	231
TMEM247_71223	TMEM247	25
ADGRE2_37087	ADGRE2	58
SERPINI2_13929	SERPINI2	30
MBD4_23433	MBD4	72
SPATA31D3_71470	SPATA31D3	68
ZSCAN5A_49012	ZSCAN5A	13
RBMXL2_35931	RBMXL2	47
8-Sep_31972	8-Sep	74
HCN1_69990	HCN1	58
PCDHA9_25854	PCDHA9	82
USP22_32465	USP22	84
DISC1_35772	DISC1	155
TRIM41_55678	TRIM41	39
HMOX1_8522	HMOX1	194
ACAP1_25822	ACAP1	36
IFNL2_67121	IFNL2	120
MAMLD1_26817	MAMLD1	127
IVD_9885	IVD	29
C11orf91_75372	C11orf91	51
Non-Targeting Control_76609	Non-Targeting Control	313
DCD_57916	DCD	65
C11orf97_73742	C11orf97	26
SPATA19_65447	SPATA19	69
SGSM3_36118	SGSM3	34
SOX5_17988	SOX5	35
CRLF2_47392	CRLF2	75
RAB11B_24249	RAB11B	39
SPAG6_25263	SPAG6	30
Non-Targeting Control_77011	Non-Targeting Control	227
RFWD2_47633	RFWD2	20
HDAC8_43625	HDAC8	66
API5_22250	API5	106
GUF1_46951	GUF1	92
GSTM1_7891	GSTM1	218
GP1BA_7442	GP1BA	57
SLC15A1_17639	SLC15A1	24
SEMG2_17147	SEMG2	42
TEX11_44077	TEX11	92
LZIC_53496	LZIC	77
ACTN4_204	ACTN4	19
PPFIBP2_22091	PPFIBP2	18
OR52E8_71601	OR52E8	29
MYL6_12084	MYL6	45
FAM73A_70417	FAM73A	38
HSDL2_53263	HSDL2	82
CORO1C_33294	CORO1C	40
KCNRG_67404	KCNRG	25
PLN_14188	PLN	86
KIF13A_47233	KIF13A	30
PRKCE_14831	PRKCE	67
MMP9_11605	MMP9	30
Non-Targeting Control_76781	Non-Targeting Control	216
ASB2_39283	ASB2	78
GPX6_66888	GPX6	81
SUPT20H_42703	SUPT20H	117
GGT6_58878	GGT6	59
CELF1_28829	CELF1	31
FGL2_29392	FGL2	20
HRH4_46780	HRH4	18
Non-Targeting Control_77246	Non-Targeting Control	166
MNX1_8399	MNX1	127
TCEAL6_63255	TCEAL6	89
FOXE3_6402	FOXE3	95
NBEA_35338	NBEA	107
FAM175A_52987	FAM175A	84
RAB19_72430	RAB19	33
STAT5A_18359	STAT5A	77
CORO2B_27925	CORO2B	60
HLA-DRB5_8441	HLA-DRB5	159
FEM1C_44615	FEM1C	24
C1orf131_59455	C1orf131	11
LAMB3_10486	LAMB3	56
OXCT1_13163	OXCT1	14
PXN_15592	PXN	236
PRR18_68285	PRR18	57
TBC1D29_34520	TBC1D29	61
FBXL18_50641	FBXL18	45
CD82_9935	CD82	30
KLF15_36340	KLF15	73
TCAIM_68118	TCAIM	217
PDGFC_43857	PDGFC	29
PLEKHG4_34007	PLEKHG4	54
H2AFX_8115	H2AFX	35
Non-Targeting Control_76512	Non-Targeting Control	127
TMEM179_70924	TMEM179	32
KLHL15_51090	KLHL15	21
PI4K2A_42451	PI4K2A	96
CENPW_70723	CENPW	25
CALR_2242	CALR	181
CD300LF_61641	CD300LF	112
MCCC2_47330	MCCC2	68
FSCB_52862	FSCB	48
LOC400736_72257	LOC400736	171
FAM177A1_67444	FAM177A1	24
MEFV_11332	MEFV	39
STXBP5L_25067	STXBP5L	73
PIK3IP1_57055	PIK3IP1	54
CEP57_25672	CEP57	115
LAMA5_10476	LAMA5	111
CRADD_22842	CRADD	62
CAST_2318	CAST	42
SYNJ2_23249	SYNJ2	34
HYLS1_65389	HYLS1	61
CCDC67_63302	CCDC67	70
ERC1_31681	ERC1	100
ANKHD1_40882	ANKHD1	29
TEX261_56998	TEX261	27
C3orf22_62605	C3orf22	62
MYOZ3_56077	MYOZ3	137
PGPEP1_40793	PGPEP1	31
CLDN24_75444	CLDN24	244
MYEOV_35193	MYEOV	8
PRKD1_14854	PRKD1	57
CRYGN_62958	CRYGN	19
STRA13_64864	STRA13	14
TRIM64C_74126	TRIM64C	83
Non-Targeting Control_76738	Non-Targeting Control	264
NREP_24459	NREP	70
DGKE_22200	DGKE	179
LDOC1L_53209	LDOC1L	121
POMC_14415	POMC	78
C5orf47_60162	C5orf47	97
FOXK2_9545	FOXK2	15
MROH9_50755	MROH9	15
RCAN1_5083	RCAN1	123
TRIM46_50746	TRIM46	41
KRT6B_10332	KRT6B	79
GSTK1_70232	GSTK1	103
PM20D2_60345	PM20D2	188
FAM229B_73634	FAM229B	26
NT5C2_31349	NT5C2	48
GPR108_44608	GPR108	70
CYP39A1_38426	CYP39A1	73
CNIH3_62131	CNIH3	52
LOC100129697_75233	LOC100129697	50
SPOPL_69003	SPOPL	44
IRF3_9705	IRF3	44
HOXA2_8636	HOXA2	38
NT5C1B-RDH14_76043	NT5C1B-RDH14	45
ASB3_37908	ASB3	113
OR2F1_34756	OR2F1	166
ERLIN2_30317	ERLIN2	19
RSPH6A_51605	RSPH6A	34
TSLP_55038	TSLP	22
IRX5_27564	IRX5	73
EI24_25150	EI24	41
FAM20C_44746	FAM20C	91
KCNG4_56444	KCNG4	51
LPIN3_48233	LPIN3	83
GPR50_24304	GPR50	61
FKBP8_33559	FKBP8	41
WDR47_31206	WDR47	75
MORN1_50327	MORN1	45
QPCT_33733	QPCT	21
HOXB3_8685	HOXB3	137
CDKAL1_40944	CDKAL1	36
MAP9_50253	MAP9	26
UBE2D1_19837	UBE2D1	53
Non-Targeting Control_76566	Non-Targeting Control	260
RPRD2_32224	RPRD2	63
Non-Targeting Control_76550	Non-Targeting Control	286
ZNF141_20692	ZNF141	27
SERPINA9_68582	SERPINA9	125
PTTG1IP_2078	PTTG1IP	45
C11orf24_39660	C11orf24	156
BIRC2_919	BIRC2	19
GYG1_8030	GYG1	20
ABCC12_56727	ABCC12	34
TENM1_27262	TENM1	97
SGCE_23384	SGCE	63
STRAP_30361	STRAP	2
C1QL2_63832	C1QL2	14
PAM_13295	PAM	49
PEG10_31694	PEG10	93
DEFB115_66152	DEFB115	83
LRRC4_47372	LRRC4	34
CFAP69_50135	CFAP69	18
ID4_9130	ID4	136
FSCN3_37022	FSCN3	76
NKX2-3_63285	NKX2-3	60
HK2_8365	HK2	60
POMP_38622	POMP	31
ANKRD30B_70333	ANKRD30B	76
MAP4K3_22080	MAP4K3	120
ALPK2_57534	ALPK2	58
ZNF692_42939	ZNF692	45
DUSP1_5142	DUSP1	59
Non-Targeting Control_76749	Non-Targeting Control	166
Non-Targeting Control_77295	Non-Targeting Control	120
C15orf38-AP3S2_76041	C15orf38-AP3S2	23
PPEF2_14506	PPEF2	20
DCSTAMP_51618	DCSTAMP	64
REPS1_54741	REPS1	157
IL1RAPL1_30246	IL1RAPL1	66
PAK3_13287	PAK3	15
CRTAM_44152	CRTAM	153
NUAK1_26327	NUAK1	126
C8orf59_72442	C8orf59	166
SLC12A8_53813	SLC12A8	4
OR8D1_67231	OR8D1	22
COL4A1_3561	COL4A1	67
ZNF567_63631	ZNF567	35
CEP112_64814	CEP112	34
ELF5_5518	ELF5	98
DMRT1_4869	DMRT1	28
NTRK2_12893	NTRK2	17
KCNV1_35401	KCNV1	95
AGPAT3_44489	AGPAT3	34
PSG2_15105	PSG2	130
COLEC10_28574	COLEC10	21
SUPT20H_42706	SUPT20H	373
DLGAP3_46644	DLGAP3	36
GFOD2_51740	GFOD2	25
PRPS1L1_65889	PRPS1L1	188
CLDN4_3789	CLDN4	86
GLIPR1_29832	GLIPR1	59
IRGQ_59100	IRGQ	102
RBX1_26627	RBX1	35
HIST1H3C_21706	HIST1H3C	81
BSPH1_75354	BSPH1	28
CPXM1_44187	CPXM1	30
TPSB2_47816	TPSB2	66
PSPH_15296	PSPH	108
WNT7B_20284	WNT7B	78
LPPR5_63682	LPPR5	49
LRRFIP1_24181	LRRFIP1	122
CARD14_48926	CARD14	45
CD164L2_71117	CD164L2	48
6-Sep_31900	6-Sep	44
TEP1_18977	TEP1	88
FAM192A_50594	FAM192A	31
CEMIP_45294	CEMIP	25
ALPL_690	ALPL	49
Non-Targeting Control_76654	Non-Targeting Control	318
UGT1A5_40276	UGT1A5	36
VN1R2_68521	VN1R2	60
TM4SF1_10918	TM4SF1	36
CPA2_3766	CPA2	29
FGF18_23078	FGF18	16
DNAJB9_11276	DNAJB9	124
COX19_55574	COX19	55
TMEM183A_56320	TMEM183A	33
MAGEB16_60730	MAGEB16	115
GPR137B_19318	GPR137B	89
CD47_2709	CD47	137
ATP2B1_1377	ATP2B1	94
FLRT1_33555	FLRT1	54
MTMR10_40922	MTMR10	104
KCNJ1_10028	KCNJ1	33
CLIP2_20231	CLIP2	30
XG_20334	XG	34
PIGR_13951	PIGR	45
FKBP7_39253	FKBP7	177
BRAT1_65914	BRAT1	14
PEX5_15595	PEX5	54
ZNF143_20698	ZNF143	41
ACOT2_29701	ACOT2	67
OLIG2_27386	OLIG2	25
SLC19A1_17673	SLC19A1	83
MGAT2_11429	MGAT2	74
PGA3_73848	PGA3	187
PDGFRL_13580	PDGFRL	54
INSM1_9660	INSM1	79
TFF1_19048	TFF1	110
NPTX1_12810	NPTX1	33
TRIM44_40527	TRIM44	24
OR1L3_35280	OR1L3	77
POU3F4_14458	POU3F4	171
FBN2_6113	FBN2	27
DEPDC7_55913	DEPDC7	69
Non-Targeting Control_76947	Non-Targeting Control	229
C1orf87_59426	C1orf87	23
Non-Targeting Control_76664	Non-Targeting Control	280
HS6ST1_24703	HS6ST1	167
CDCA4_41399	CDCA4	23
HIVEP1_8356	HIVEP1	150
CECR2_36147	CECR2	119
C19orf26_66553	C19orf26	40
IFNLR1_63706	IFNLR1	19
LIN28A_49763	LIN28A	73
FRA10AC1_58094	FRA10AC1	71
ENO2_5595	ENO2	56
MIEN1_53396	MIEN1	62
MAFG_10989	MAFG	46
IFI6_6693	IFI6	45
ARMC3_65348	ARMC3	53
PRKCH_14838	PRKCH	127
Non-Targeting Control_76908	Non-Targeting Control	187
