sgRNA	Gene	Clip2_7_E8_control_BC22_IGO_09496_14_S14
ZNF710_70312	ZNF710	50
WLS_50497	WLS	52
PCDHA2_44049	PCDHA2	11
OR2D2_58283	OR2D2	96
MS4A15_65518	MS4A15	43
PPIAL4D_73991	PPIAL4D	22
CDON_37452	CDON	27
CNR1_3527	CNR1	33
HPX_8818	HPX	9
HIST1H3G_21720	HIST1H3G	24
C8orf22_73375	C8orf22	29
OR5D18_65253	OR5D18	19
CNTNAP4_54943	CNTNAP4	10
RBM12B_71451	RBM12B	49
ZC2HC1B_62845	ZC2HC1B	46
CCDC60_63372	CCDC60	10
ABCC1_11742	ABCC1	71
CYP4F22_59158	CYP4F22	24
APAF1_869	APAF1	53
IL17RE_60014	IL17RE	35
CYP11B2_4432	CYP11B2	23
C1GALT1_44555	C1GALT1	74
KIAA0825_68219	KIAA0825	81
WARS2_27839	WARS2	4
DNAJB5_33814	DNAJB5	45
TTC14_62531	TTC14	32
PAM_13296	PAM	68
SYNE1_32522	SYNE1	54
PROL1_46614	PROL1	60
OR6C6_67327	OR6C6	18
SLFN13_61689	SLFN13	43
UGT1A9_40306	UGT1A9	49
FKBP15_32403	FKBP15	16
FOXG1_6370	FOXG1	31
PCGF5_53516	PCGF5	36
GATA3_6914	GATA3	62
MYEF2_37331	MYEF2	62
OLFML2B_34040	OLFML2B	37
CFHR5_51612	CFHR5	30
CUX2_32435	CUX2	20
IL26_43424	IL26	96
DEFA6_4693	DEFA6	86
SLC25A39_39172	SLC25A39	26
TMPPE_73861	TMPPE	15
EFHD1_51061	EFHD1	106
GUCY1A2_7986	GUCY1A2	106
DCST1_62126	DCST1	55
SCAI_68394	SCAI	10
TAAR6_68564	TAAR6	44
LRP1B_39567	LRP1B	35
QKI_24845	QKI	84
TRIP12_24476	TRIP12	41
SIX2_29026	SIX2	63
KRTAP23-1_68632	KRTAP23-1	62
VPS11_43491	VPS11	29
TWIST1_19758	TWIST1	78
RALGPS1_25484	RALGPS1	12
ZNF841_67812	ZNF841	27
GPIHBP1_68716	GPIHBP1	12
CLDN12_23758	CLDN12	48
NDUFB1_12314	NDUFB1	14
B9D2_51352	B9D2	23
CDY1_23814	CDY1	59
CNTD2_50408	CNTD2	11
PCDHGC5_43876	PCDHGC5	89
ZIM2_33330	ZIM2	51
RND1_35937	RND1	42
PELI2_45167	PELI2	20
BLOC1S6_34861	BLOC1S6	170
CSF3_4032	CSF3	29
SSUH2_37672	SSUH2	16
AKAP12_25314	AKAP12	18
KPNA1_10266	KPNA1	33
DUSP28_68060	DUSP28	25
GRM7_7811	GRM7	58
SGK1_17255	SGK1	28
FAM163A_62068	FAM163A	31
UBE2D2_19841	UBE2D2	20
NRL_12858	NRL	32
KERA_30064	KERA	91
TNFRSF11A_22986	TNFRSF11A	40
CLRN1_20063	CLRN1	52
MTMR2_23346	MTMR2	31
TTC25_52190	TTC25	40
UBQLNL_61208	UBQLNL	94
NAP1L1_12190	NAP1L1	99
C17orf58_67593	C17orf58	11
MMP27_47290	MMP27	16
CXorf66_69836	CXorf66	20
CYP27B1_4458	CYP27B1	24
SRRM2_33047	SRRM2	23
STARD3_29635	STARD3	28
PACS2_32198	PACS2	12
SH3TC2_49436	SH3TC2	10
TGIF2LY_55582	TGIF2LY	77
DLL1_36188	DLL1	24
MAP2K6_14937	MAP2K6	78
GABRR2_6802	GABRR2	41
DLGAP3_46644	DLGAP3	38
NTNG1_31010	NTNG1	40
TRAP1_27108	TRAP1	41
CT47A3_74561	CT47A3	22
SHC3_39575	SHC3	69
SWI5_70550	SWI5	61
MCM10_42487	MCM10	59
MOB2_51626	MOB2	43
RNF133_64007	RNF133	9
DYDC2_53513	DYDC2	32
CLIC4_34123	CLIC4	21
TENM2_45479	TENM2	18
NR2E3_26690	NR2E3	9
TRABD_51067	TRABD	62
TCAP_22312	TCAP	89
ZFPM1_63480	ZFPM1	18
FADS2_24769	FADS2	12
SRI_18169	SRI	45
RHOJ_45397	RHOJ	129
TRADD_22772	TRADD	36
DAP_4509	DAP	8
TBX10_69893	TBX10	12
TIA1_19187	TIA1	18
COL6A2_3600	COL6A2	66
NEFL_12439	NEFL	38
FAM162A_35015	FAM162A	31
PMEPA1_44637	PMEPA1	42
DHRS9_27244	DHRS9	107
MGLL_30827	MGLL	14
LCT_10549	LCT	24
GABRA6_6757	GABRA6	23
PTRH1_60586	PTRH1	7
PSMA7_15165	PSMA7	10
GJA8_7160	GJA8	8
EEF1A2_5312	EEF1A2	37
ARHGAP42_61229	ARHGAP42	36
NT5M_44698	NT5M	60
SARAF_39275	SARAF	47
C18orf32_73462	C18orf32	25
SGK3_33463	SGK3	115
IKZF3_30881	IKZF3	15
FAM212B_43753	FAM212B	48
SECTM1_17110	SECTM1	26
RNF157_57246	RNF157	10
ZNF248_45276	ZNF248	22
KCNJ14_10069	KCNJ14	36
SRGN_14738	SRGN	20
LOC100130370_75285	LOC100130370	21
NFXL1_62676	NFXL1	23
PDE8A_13556	PDE8A	37
YTHDC2_48162	YTHDC2	31
P3H3_28412	P3H3	20
KISS1R_53895	KISS1R	44
TSSK4_67437	TSSK4	48
SLC25A47_67434	SLC25A47	19
PBX2_13363	PBX2	76
C4orf45_62732	C4orf45	46
CEP68_31977	CEP68	37
DPY19L1_32489	DPY19L1	15
MANBAL_47108	MANBAL	17
NDUFA9_12303	NDUFA9	12
TMED3_32776	TMED3	25
SPIC_58416	SPIC	22
MUC3A_11912	MUC3A	38
LRRC29_34798	LRRC29	94
KANK2_34198	KANK2	33
KHDRBS1_28823	KHDRBS1	18
CLEC14A_63403	CLEC14A	75
CEP19_54671	CEP19	23
ATXN2L_30666	ATXN2L	4
FGF11_6274	FGF11	61
OR2G6_71975	OR2G6	66
ADGRF2_66025	ADGRF2	59
TLE4_19255	TLE4	24
KCNK9_38438	KCNK9	78
DOCK1_4958	DOCK1	37
IFRD2_21019	IFRD2	81
LIFR_10640	LIFR	100
LAMA3_10465	LAMA3	27
NR2C1_19544	NR2C1	8
SERPINB8_13912	SERPINB8	27
IL16_9532	IL16	29
BAMBI_33766	BAMBI	34
ZNF768_49751	ZNF768	51
MALRD1_69262	MALRD1	11
ADAMTS17_64218	ADAMTS17	59
VCY1B_70183	VCY1B	98
TRPV4_46786	TRPV4	61
FICD_30290	FICD	47
PNMA5_57276	PNMA5	76
SPAG7_25191	SPAG7	28
CCL7_16979	CCL7	46
SPAG6_25261	SPAG6	37
ZNF304_45376	ZNF304	9
RNF44_30957	RNF44	32
CLEC4D_68718	CLEC4D	9
OR13D1_68441	OR13D1	63
TGIF2-C20orf24_76060	TGIF2-C20orf24	25
F8A1_21478	F8A1	61
PDXK_22341	PDXK	23
PRSS42_69055	PRSS42	19
DNAJC15_36486	DNAJC15	18
ZFYVE16_25898	ZFYVE16	32
RILPL2_64396	RILPL2	53
S100A6_16735	S100A6	55
KHDRBS2_65007	KHDRBS2	59
CHST4_27221	CHST4	4
ZNF750_49860	ZNF750	98
PRKCH_14837	PRKCH	31
MYOZ3_56078	MYOZ3	19
OXLD1_68877	OXLD1	55
CD164_22908	CD164	46
VPS11_43492	VPS11	39
TBL1XR1_49731	TBL1XR1	14
ARHGEF11_26101	ARHGEF11	42
CHD1_3124	CHD1	28
ALG9_49964	ALG9	35
AKAP9_27144	AKAP9	9
SLCO1A2_17694	SLCO1A2	17
EXOC6B_32167	EXOC6B	31
HIST1H3F_23486	HIST1H3F	42
FAM26D_65743	FAM26D	57
NAT16_70518	NAT16	168
HLA-DMB_8394	HLA-DMB	35
LIN28B_71391	LIN28B	46
ZNF419_49819	ZNF419	55
LOXHD1_58936	LOXHD1	31
ZMAT1_53660	ZMAT1	38
UBE2Q1_42718	UBE2Q1	45
ZNF292_31536	ZNF292	125
NPTN_35418	NPTN	23
VN1R2_68524	VN1R2	16
ALG2_54839	ALG2	9
ZC2HC1A_37805	ZC2HC1A	26
SAA2-SAA4_76077	SAA2-SAA4	97
MYL12B_56774	MYL12B	40
PEG3_13653	PEG3	28
DIRAS2_40541	DIRAS2	28
TSPAN8_19302	TSPAN8	47
RNPC3_42744	RNPC3	15
MAD1L1_21788	MAD1L1	30
RCN2_15953	RCN2	19
ABCG2_24811	ABCG2	17
GZF1_47740	GZF1	33
BEX1_43600	BEX1	76
CTTNBP2NL_43739	CTTNBP2NL	101
CHTOP_34566	CHTOP	63
RBBP8_15901	RBBP8	19
PDPN_28729	PDPN	54
FAM24A_58064	FAM24A	61
FCAR_6127	FCAR	10
ZFP92_60745	ZFP92	89
KCNT1_45919	KCNT1	29
PAPOLG_48223	PAPOLG	113
CCDC186_41528	CCDC186	22
Non-Targeting Control_76502	Non-Targeting Control	102
GP2_7450	GP2	55
HSPA1L_8931	HSPA1L	40
RNPEPL1_45102	RNPEPL1	12
POMK_53105	POMK	28
FTSJ1_33606	FTSJ1	15
SPDYA_66103	SPDYA	52
ASB8_60810	ASB8	17
EIF2AK4_72909	EIF2AK4	53
LOC100130370_75287	LOC100130370	29
C5AR2_35799	C5AR2	45
KIFC1_10256	KIFC1	62
RBAK-RBAKDN_76182	RBAK-RBAKDN	46
SSX4_18314	SSX4	54
ZNF442_50500	ZNF442	25
SNCB_17839	SNCB	39
OR5P3_58215	OR5P3	27
NDUFC2_12359	NDUFC2	4
C5orf47_60161	C5orf47	43
RUNX1_2403	RUNX1	40
CLDN19_62171	CLDN19	59
ZNF552_50040	ZNF552	32
MYBPC1_11975	MYBPC1	40
PRSS12_22081	PRSS12	27
CRYM_3991	CRYM	18
HFE2_62057	HFE2	46
MAGEB10_60712	MAGEB10	58
TFF2_19050	TFF2	80
PLSCR2_44890	PLSCR2	48
GPR75_29592	GPR75	53
HEXIM2_58820	HEXIM2	47
BIRC3_922	BIRC3	38
CAGE1_68282	CAGE1	59
NT5C_37111	NT5C	15
NCOA4_21208	NCOA4	14
TMPRSS11D_24743	TMPRSS11D	45
ZIK1_67731	ZIK1	27
CRYGC_3980	CRYGC	21
SIRT1_32736	SIRT1	34
GSC2_7846	GSC2	61
NT5DC1_65740	NT5DC1	22
CAPN5_2003	CAPN5	74
SMEK1_42997	SMEK1	1
KLHL14_45860	KLHL14	36
C1orf68_75199	C1orf68	67
CLCN2_3346	CLCN2	4
C9orf153_71478	C9orf153	35
SLC22A7_29356	SLC22A7	55
TBX6_18774	TBX6	31
BAK1_1581	BAK1	11
ESX1_51239	ESX1	85
GNL3L_40230	GNL3L	10
VPS13A_32156	VPS13A	28
PQLC3_59875	PQLC3	17
MSRB3_66356	MSRB3	22
RNF4_16206	RNF4	37
GLT6D1_70220	GLT6D1	24
OR13C4_60628	OR13C4	39
MGST1_11462	MGST1	25
ZFR_39255	ZFR	44
AQP1_1019	AQP1	4
SCPEP1_46787	SCPEP1	27
OR4D1_35257	OR4D1	76
MAST1_31370	MAST1	57
LZTR1_21420	LZTR1	36
HLA-DRA_8436	HLA-DRA	55
ADAM11_11267	ADAM11	24
RTP2_69647	RTP2	48
LRWD1_65971	LRWD1	59
GPATCH1_41547	GPATCH1	20
POU1F1_14436	POU1F1	4
OR52R1_58183	OR52R1	33
FA2H_49015	FA2H	69
LRRTM3_69864	LRRTM3	30
GAS6_6899	GAS6	33
SHCBP1_49986	SHCBP1	22
RAB44_72397	RAB44	30
ZBTB4_46148	ZBTB4	19
LHFP_27281	LHFP	78
STC2_22445	STC2	40
WDR47_31204	WDR47	10
RRNAD1_37772	RRNAD1	41
TBC1D23_43329	TBC1D23	36
TSC2_19634	TSC2	17
MAP2K2_14926	MAP2K2	24
GOLGA8J_74234	GOLGA8J	14
KLF7_22430	KLF7	82
TAP2_18702	TAP2	74
SUSD5_34392	SUSD5	24
SQLE_18154	SQLE	4
ALG1L_64762	ALG1L	60
SEPN1_45252	SEPN1	46
SLC41A3_41089	SLC41A3	18
MAPKAP1_48957	MAPKAP1	26
POGLUT1_44769	POGLUT1	59
SLBP_21052	SLBP	56
SLC38A1_51635	SLC38A1	54
OR11H6_58525	OR11H6	54
PIK3CD_13982	PIK3CD	52
DAGLB_65929	DAGLB	53
CLDN34_75707	CLDN34	113
SLC35G4_74068	SLC35G4	36
HSD3B1_8872	HSD3B1	5
MOGAT2_50828	MOGAT2	7
PREX1_45915	PREX1	61
TMEM192_64954	TMEM192	7
PHF19_34657	PHF19	37
BATF2_57626	BATF2	52
KRTAP3-3_54775	KRTAP3-3	150
CABP4_44840	CABP4	8
MIOS_40000	MIOS	23
URGCP_42974	URGCP	92
DSC1_5065	DSC1	33
TIAM2_34791	TIAM2	22
HADHB_8160	HADHB	19
NMRK2_35813	NMRK2	37
BTNL8_50332	BTNL8	10
LTBR_10853	LTBR	15
PPCS_49728	PPCS	102
ZNF704_73638	ZNF704	70
PKLR_14048	PKLR	24
GIMAP1-GIMAP5_76065	GIMAP1-GIMAP5	13
PPAPDC3_54223	PPAPDC3	43
DNAJC21_60231	DNAJC21	17
CRACR2B_67266	CRACR2B	48
CEP120_62761	CEP120	16
USP9Y_21506	USP9Y	115
GYS1_8050	GYS1	22
CMA1_3440	CMA1	19
CPZ_22224	CPZ	61
IZUMO4_56942	IZUMO4	39
PPP1R9A_42773	PPP1R9A	20
ERCC4_5763	ERCC4	23
PGAM5_64324	PGAM5	35
LRRC19_48252	LRRC19	53
SLC17A7_44867	SLC17A7	34
PLCB3_14116	PLCB3	19
C7orf76_72423	C7orf76	36
IFI27L1_58473	IFI27L1	29
IGSF21_54636	IGSF21	22
PRSS53_68843	PRSS53	21
OR4L1_58524	OR4L1	23
ZNF440_59028	ZNF440	153
ITIH5_51321	ITIH5	19
BIN1_753	BIN1	33
JAKMIP2_26125	JAKMIP2	18
MMP15_11629	MMP15	52
SLC22A7_29355	SLC22A7	35
LACE1_66218	LACE1	44
ZNF84_20618	ZNF84	59
MRGPRX2_57930	MRGPRX2	49
HSPB1_8957	HSPB1	30
ZNF350_46806	ZNF350	39
ZNF621_68089	ZNF621	54
LHX3_21187	LHX3	92
KNDC1_54933	KNDC1	35
DNAJA2_27667	DNAJA2	55
KLRC3_10235	KLRC3	48
CYP17A1_4433	CYP17A1	28
WDFY1_45947	WDFY1	31
MVK_11951	MVK	2
CLN5_3411	CLN5	112
NAGLU_12179	NAGLU	94
TPGS1_56084	TPGS1	54
RGL2_15641	RGL2	33
ENOX1_41469	ENOX1	33
CA12_2136	CA12	21
CSNK1E_4075	CSNK1E	29
CXorf21_50975	CXorf21	19
CHCHD7_49000	CHCHD7	72
TXNDC9_27295	TXNDC9	53
INSL6_30366	INSL6	7
CRX_3926	CRX	28
TNNI3_19403	TNNI3	40
ANKRD44_55875	ANKRD44	25
UMODL1_55093	UMODL1	62
PROK1_53577	PROK1	39
KCTD13_66380	KCTD13	12
TCTN1_49359	TCTN1	17
HMBS_8475	HMBS	2
EFCAB2_53361	EFCAB2	20
ATP6V1B1_1456	ATP6V1B1	26
COL10A1_3629	COL10A1	25
HIST1H2BL_21658	HIST1H2BL	5
TRPM4_40581	TRPM4	53
YAF2_27132	YAF2	20
PATL1_65509	PATL1	34
ETNK2_41991	ETNK2	11
ZNF205_20816	ZNF205	19
DRC1_56347	DRC1	14
SPNS3_64885	SPNS3	6
OOEP_73069	OOEP	57
DNASE1L2_4906	DNASE1L2	77
WIF1_30450	WIF1	42
CISD2_73391	CISD2	15
OXT_13167	OXT	66
ZNF518B_54993	ZNF518B	68
TDP1_43333	TDP1	22
OPN1MW2_74703	OPN1MW2	17
VPS37C_41417	VPS37C	19
CHCHD2_37946	CHCHD2	30
RAB32_29747	RAB32	23
LRRC23_27450	LRRC23	16
NIPSNAP3A_34130	NIPSNAP3A	45
LALBA_10460	LALBA	64
ARMCX6_40009	ARMCX6	10
RNF141_37441	RNF141	55
DIO3_4786	DIO3	27
CC2D2A_45797	CC2D2A	62
QKI_24848	QKI	51
KRTAP9-6_75988	KRTAP9-6	42
LRRC8D_41704	LRRC8D	18
BCORL1_47035	BCORL1	66
MGAT4D_62696	MGAT4D	16
TMEM43_49111	TMEM43	14
UTP20_36068	UTP20	10
TESK1_18993	TESK1	36
PLAC9_65213	PLAC9	41
TSTD2_63172	TSTD2	46
CSH1_4039	CSH1	32
CCDC40_41391	CCDC40	15
ZSWIM5_46099	ZSWIM5	43
PRR5L_50307	PRR5L	18
LRIG3_58335	LRIG3	20
Non-Targeting Control_77379	Non-Targeting Control	12
SPANXC_47882	SPANXC	58
KCNG4_56442	KCNG4	67
EIF5A2_44311	EIF5A2	31
STYX_18465	STYX	16
KLRG2_69769	KLRG2	54
LRRIQ3_59321	LRRIQ3	17
SPPL3_58429	SPPL3	19
KCNA1_9943	KCNA1	33
RAB34_52559	RAB34	37
SLC6A9_17546	SLC6A9	18
SSH3_41143	SSH3	21
ALDH9A1_630	ALDH9A1	29
EME1_61716	EME1	20
AP3S2_27475	AP3S2	22
GPR45_30597	GPR45	21
ZNF446_42963	ZNF446	16
ZNF865_75954	ZNF865	21
AP3S1_3332	AP3S1	19
FRYL_68185	FRYL	56
MDGA2_63417	MDGA2	28
C11orf21_36561	C11orf21	39
SLC44A1_32833	SLC44A1	102
RIBC2_34668	RIBC2	23
SUPT20H_42703	SUPT20H	85
KIR2DL3_10182	KIR2DL3	46
TMEM47_52274	TMEM47	39
MOB1A_42023	MOB1A	55
ZC3H12B_69216	ZC3H12B	41
OSBPL8_57309	OSBPL8	18
C10orf25_65641	C10orf25	33
SLFNL1_64672	SLFNL1	30
USP54_63282	USP54	14
ZHX3_31586	ZHX3	52
MAN1A2_29500	MAN1A2	50
SLC36A2_62749	SLC36A2	18
CHRNA2_3222	CHRNA2	10
CSF2_4019	CSF2	54
POLB_14335	POLB	22
FAM110C_73674	FAM110C	23
ORMDL3_56692	ORMDL3	34
GPR21_7559	GPR21	30
SERINC2_69878	SERINC2	10
LRRC29_34796	LRRC29	101
PACS2_32197	PACS2	29
CHRM1_3196	CHRM1	14
RNF175_68192	RNF175	41
IQGAP3_59482	IQGAP3	17
FSD1L_52537	FSD1L	58
LRP5_10807	LRP5	22
DHX57_55689	DHX57	13
SLC43A2_58861	SLC43A2	36
METAP2_29770	METAP2	6
SLC46A3_67407	SLC46A3	45
LILRB1_29344	LILRB1	16
NRBP2_69158	NRBP2	57
PPFIA2_22105	PPFIA2	33
ACAA2_28113	ACAA2	13
CAPNS1_2299	CAPNS1	55
C2orf49_48865	C2orf49	48
ZFYVE26_32964	ZFYVE26	17
TECRL_66270	TECRL	32
IGF2R_9304	IGF2R	56
OR5V1_51878	OR5V1	56
EPHB6_5688	EPHB6	83
HECTD3_49528	HECTD3	12
CALCOCO2_27484	CALCOCO2	28
ATOH8_54461	ATOH8	41
C16orf87_70951	C16orf87	29
ASCL2_1244	ASCL2	51
IGF2R_9301	IGF2R	14
CASS4_44945	CASS4	22
TRAPPC13_50576	TRAPPC13	61
PATE3_75528	PATE3	49
RNF223_72519	RNF223	46
RCC2_43743	RCC2	32
C15orf41_53756	C15orf41	9
ADAL_63465	ADAL	13
ZNF112_20866	ZNF112	11
METTL2B_43414	METTL2B	20
HEATR5B_40076	HEATR5B	28
DNAJC10_39900	DNAJC10	9
HIBADH_30151	HIBADH	99
LYG1_59702	LYG1	80
RBMXL3_60764	RBMXL3	25
PRKCH_14839	PRKCH	63
EML1_5537	EML1	28
S100A7L2_74057	S100A7L2	24
AQP1_1018	AQP1	37
GTF2A1L_29919	GTF2A1L	7
ANGPTL3_36034	ANGPTL3	32
KDM3A_43480	KDM3A	21
FAM50A_23958	FAM50A	21
BRCA2_1870	BRCA2	65
CT45A3_73155	CT45A3	19
DMGDH_36910	DMGDH	24
NUMB_22566	NUMB	36
DNAJC2_35386	DNAJC2	13
PLEKHA8_54111	PLEKHA8	18
GPR173_39839	GPR173	62
C4orf26_62714	C4orf26	31
CARD16_57158	CARD16	17
KRT73_68565	KRT73	83
RGS14_28754	RGS14	87
PM20D1_62078	PM20D1	31
PPP1R1B_53004	PPP1R1B	61
IMMP2L_52712	IMMP2L	24
IL6ST_9441	IL6ST	14
ZNF556_50650	ZNF556	7
CELF4_44450	CELF4	30
PPP2R5E_14658	PPP2R5E	13
SLA_17420	SLA	19
MTTP_11890	MTTP	30
MDFIC_36940	MDFIC	54
ISG20_9732	ISG20	32
CAV1_2388	CAV1	62
WDR24_53135	WDR24	22
BYSL_1944	BYSL	1
MYT1L_31554	MYT1L	13
FEZ1_25444	FEZ1	95
MAOB_11098	MAOB	24
TCTEX1D2_66656	TCTEX1D2	48
VANGL2_45300	VANGL2	26
CYP26B1_44286	CYP26B1	36
ERGIC1_45314	ERGIC1	13
CAMKK1_53234	CAMKK1	30
HECTD3_49529	HECTD3	24
WDR83OS_38693	WDR83OS	33
MED13L_32665	MED13L	137
PTH2_56921	PTH2	25
PRRT3_68139	PRRT3	43
GM2A_7273	GM2A	10
LOC643802_73836	LOC643802	28
ASCL2_1241	ASCL2	31
ASPHD2_45184	ASPHD2	84
Non-Targeting Control_77436	Non-Targeting Control	179
LILRB5_29776	LILRB5	22
ZNF233_70168	ZNF233	9
DUSP16_51399	DUSP16	41
LETM1_10582	LETM1	2
TNXB_19433	TNXB	5
FZD3_21130	FZD3	32
FAM181B_65605	FAM181B	21
CCL1_16958	CCL1	47
TESPA1_26147	TESPA1	100
CDY1_23813	CDY1	82
C11orf45_65385	C11orf45	147
PRUNE2_63181	PRUNE2	5
MYO1B_11745	MYO1B	21
CHD2_3126	CHD2	32
CBR1_2442	CBR1	39
HIGD1C_73628	HIGD1C	20
ATP11AUN_72183	ATP11AUN	10
BCOR_40871	BCOR	72
ZNF442_50499	ZNF442	66
STXBP3_18463	STXBP3	32
EXTL1_5905	EXTL1	5
OVGP1_13152	OVGP1	16
PLXND1_31810	PLXND1	2
ZNF213_20827	ZNF213	40
SLITRK5_34453	SLITRK5	36
EMCN_39344	EMCN	33
TMEM186_33975	TMEM186	33
SLC12A8_53814	SLC12A8	28
PVR_15555	PVR	33
C15orf59_70938	C15orf59	27
NRDE2_41426	NRDE2	49
TFDP3_38310	TFDP3	81
MORF4L2_25458	MORF4L2	82
MPPED1_2090	MPPED1	42
EFCC1_50060	EFCC1	25
MCC_11218	MCC	34
FOXO1_6432	FOXO1	53
KLHL10_68535	KLHL10	136
CHIC1_39549	CHIC1	65
CTLA4_4199	CTLA4	72
FUT10_54143	FUT10	26
BOD1_55775	BOD1	32
FAM170A_69085	FAM170A	104
FAM96A_53091	FAM96A	71
C9orf64_53280	C9orf64	32
COPS7B_47899	COPS7B	10
FAM73B_54400	FAM73B	43
EML4_36138	EML4	38
ENTHD2_61632	ENTHD2	33
PLA2G2D_34931	PLA2G2D	46
KDF1_59211	KDF1	92
CDKAL1_40946	CDKAL1	80
ATF6_31252	ATF6	25
MAP10_40348	MAP10	32
TNF_19357	TNF	46
CLDN10_23766	CLDN10	54
SH2D4A_47091	SH2D4A	73
SLC26A5_70521	SLC26A5	30
LOC101927322_76335	LOC101927322	8
FZD7_21604	FZD7	45
MAP3K1_11341	MAP3K1	73
COLGALT1_49700	COLGALT1	21
SNRNP48_62849	SNRNP48	14
HSPA12B_57823	HSPA12B	32
CEP128_61441	CEP128	32
MEN1_11362	MEN1	24
CLN3_3408	CLN3	11
CDKL1_23065	CDKL1	27
METTL24_74708	METTL24	57
SLC35F5_51003	SLC35F5	57
HCRT_8248	HCRT	43
AGR3_62994	AGR3	35
CARD8_31163	CARD8	28
IL25_48115	IL25	30
SCTR_16949	SCTR	11
ID1_9119	ID1	32
MGAT3_11435	MGAT3	13
STK40_52679	STK40	29
DMRTA1_47221	DMRTA1	13
TNK1_22755	TNK1	24
ZNF620_66327	ZNF620	27
C5AR2_35800	C5AR2	14
CD2_2551	CD2	48
TRERF1_43449	TRERF1	53
TFAP2E_68972	TFAP2E	79
SLC26A11_67662	SLC26A11	55
RHOH_1153	RHOH	10
RARRES3_15855	RARRES3	28
TXNDC16_45794	TXNDC16	19
FEZF1_71413	FEZF1	30
INTS2_45672	INTS2	20
RUFY4_68049	RUFY4	61
GSS_7869	GSS	29
SULT1A3_18476	SULT1A3	17
CCDC88C_72904	CCDC88C	24
NAF1_56221	NAF1	49
NINJ2_12617	NINJ2	37
FAM105A_40055	FAM105A	23
PAN2_26451	PAN2	16
BACH2_46873	BACH2	33
ARHGAP40_69559	ARHGAP40	42
TCAP_22310	TCAP	2
ME1_11299	ME1	43
CRTAC1_41626	CRTAC1	29
SC5D_16840	SC5D	13
CRBN_38071	CRBN	31
GCNT7_60891	GCNT7	24
DOK1_4969	DOK1	3
KCNMB1_10097	KCNMB1	35
ARMC8_33907	ARMC8	115
SOCS3_23605	SOCS3	18
ERVMER34-1_75674	ERVMER34-1	142
SMIM10_73937	SMIM10	61
MACC1_69738	MACC1	39
SDHAF2_41099	SDHAF2	4
TANGO2_59654	TANGO2	19
SLITRK2_53890	SLITRK2	26
KIAA1107_32342	KIAA1107	6
MMP13_11623	MMP13	55
IGFBP1_9310	IGFBP1	91
SERPIND1_8232	SERPIND1	47
TIAL1_19191	TIAL1	53
VPS53_42160	VPS53	6
HIST1H1B_8099	HIST1H1B	61
TEAD1_18946	TEAD1	45
UGT2B17_19970	UGT2B17	44
USP49_33931	USP49	19
SAMD9_40630	SAMD9	11
ING3_40242	ING3	2
SPRY4_51955	SPRY4	6
MBNL2_27170	MBNL2	53
FAM173B_60219	FAM173B	26
BCL7B_24376	BCL7B	82
VWC2L_72543	VWC2L	48
CCDC82_49916	CCDC82	10
FPGT-TNNI3K_76052	FPGT-TNNI3K	23
KCNJ16_10078	KCNJ16	46
CFI_9172	CFI	23
HIST1H2AG_23492	HIST1H2AG	60
MYO18B_54075	MYO18B	22
SHANK1_37469	SHANK1	46
FAM110D_50380	FAM110D	16
ATP6V1C2_66192	ATP6V1C2	12
OR4A16_51549	OR4A16	48
IYD_71398	IYD	9
TMPRSS12_67391	TMPRSS12	40
CPLX2_29254	CPLX2	16
NIPAL2_50030	NIPAL2	10
MAP1LC3B_51849	MAP1LC3B	9
SLC35A5_41376	SLC35A5	29
AMMECR1_26538	AMMECR1	75
MYOM2_24085	MYOM2	16
OR2AP1_58323	OR2AP1	24
BIRC2_918	BIRC2	15
VSTM1_67842	VSTM1	51
MTR_11896	MTR	171
PELI1_45174	PELI1	30
DHX38_25967	DHX38	16
TAS2R38_15306	TAS2R38	9
ADAMTS20_50682	ADAMTS20	4
RGS14_28755	RGS14	63
VWA7_51277	VWA7	37
GRIP1_32784	GRIP1	11
NBPF10_75442	NBPF10	86
ITSN2_37274	ITSN2	3
RPP25_40978	RPP25	41
S100A7_16740	S100A7	100
LDLRAD4_2073	LDLRAD4	6
SRSF3_17198	SRSF3	2
CYP2E1_4388	CYP2E1	13
TSGA10_51233	TSGA10	21
BRICD5_67523	BRICD5	108
PDE4A_13516	PDE4A	18
CA8_2124	CA8	30
HIST1H2AM_21641	HIST1H2AM	32
KCNQ4_23968	KCNQ4	40
GOLT1A_59439	GOLT1A	51
COASY_51202	COASY	16
SIM1_17378	SIM1	20
CXXC4_51117	CXXC4	62
C12orf76_72173	C12orf76	37
USP49_33932	USP49	15
CRYM_3990	CRYM	14
TMEM19_42128	TMEM19	37
ZNF682_55738	ZNF682	36
TAS2R8_37383	TAS2R8	22
CDC25A_2805	CDC25A	26
XKRX_72561	XKRX	68
APOL6_51407	APOL6	71
PDCD6_26742	PDCD6	11
TMSB4X_19346	TMSB4X	54
ORC6_33266	ORC6	9
VWC2L_72542	VWC2L	40
CTSS_4274	CTSS	8
KRT3_10315	KRT3	41
CAMTA1_32265	CAMTA1	22
CASQ2_2374	CASQ2	46
CCP110_25804	CCP110	27
CYP2J2_4396	CYP2J2	47
PNMAL1_42008	PNMAL1	49
TBC1D22B_42873	TBC1D22B	121
FMN1_69378	FMN1	27
NXPE1_58256	NXPE1	47
CXorf38_63264	CXorf38	17
