sgRNA	Gene	DE_GFP_low
MS4A14_54038	MS4A14	215
MGC57346-CRHR1_76441	MGC57346-CRHR1	745
STAM2_27533	STAM2	510
TGDS_32930	TGDS	164
ATP1A3_1340	ATP1A3	193
ALKBH7_53276	ALKBH7	324
FGF11_6273	FGF11	490
RFPL4A_69464	RFPL4A	439
IGFBPL1_69796	IGFBPL1	360
ACRC_56604	ACRC	165
CROCC_25646	CROCC	384
C2orf91_72309	C2orf91	514
TRPV6_42553	TRPV6	142
AGXT2_48239	AGXT2	239
NXPE2_58260	NXPE2	484
MAFA_71460	MAFA	66
KL_24616	KL	522
PLXDC1_45057	PLXDC1	123
UBR4_32546	UBR4	385
POU1F1_14436	POU1F1	335
SAA4_16784	SAA4	288
C14orf159_50609	C14orf159	614
ZNF503_54284	ZNF503	228
MORC3_33014	MORC3	164
SP140_30636	SP140	204
S100A3_16721	S100A3	392
NKTR_12629	NKTR	387
KCNA10_9970	KCNA10	65
CWF19L1_42180	CWF19L1	396
CCDC174_38223	CCDC174	192
HIST1H2BI_21683	HIST1H2BI	242
LIPG_24684	LIPG	53
ARL10_68214	ARL10	729
ARMCX6_40007	ARMCX6	485
RFXANK_22479	RFXANK	273
CABLES2_52045	CABLES2	385
XPNPEP2_20354	XPNPEP2	732
TBC1D17_49794	TBC1D17	719
MTFR1_25488	MTFR1	468
SEPW1_17154	SEPW1	315
HMP19_39151	HMP19	591
FPGT-TNNI3K_76053	FPGT-TNNI3K	87
WLS_50495	WLS	561
C2orf74_69027	C2orf74	1175
ENHO_70539	ENHO	575
FAM208B_40965	FAM208B	549
ALDH3A2_635	ALDH3A2	531
KRTAP5-11_72854	KRTAP5-11	457
PLA2G4B_75509	PLA2G4B	282
PDC_13483	PDC	325
ZNF562_40635	ZNF562	1110
DUSP21_47106	DUSP21	377
C1orf112_43181	C1orf112	167
NME1-NME2_74436	NME1-NME2	324
MON2_31558	MON2	275
ADAMTS10_51916	ADAMTS10	321
ZZZ3_34328	ZZZ3	240
TMEM229A_75049	TMEM229A	274
KCTD7_62944	KCTD7	215
SLC25A21_55196	SLC25A21	651
MTSS1_25980	MTSS1	534
RAG1_15768	RAG1	305
PCDHB9_43971	PCDHB9	602
CDK5RAP2_43265	CDK5RAP2	811
RRAGC_47426	RRAGC	573
ARID4B_39412	ARID4B	244
OR6A2_22393	OR6A2	289
YIPF1_39905	YIPF1	185
OPRK1_13060	OPRK1	877
SEL1L3_32161	SEL1L3	290
TRIM64B_73678	TRIM64B	583
GUCA1B_7993	GUCA1B	1093
ACTRT3_53720	ACTRT3	290
ELF2_5508	ELF2	580
EPB41L5_46178	EPB41L5	457
LOC100996693_76274	LOC100996693	499
HLCS_8466	HLCS	139
MEST_11383	MEST	491
SCN1B_16880	SCN1B	497
LCE6A_73339	LCE6A	569
SSX2IP_57928	SSX2IP	381
KCTD12_57435	KCTD12	771
METTL22_48920	METTL22	552
DEFB103A_72774	DEFB103A	333
PHRF1_46152	PHRF1	311
EIF1AY_23817	EIF1AY	761
C9orf85_60571	C9orf85	547
SLC25A2_52603	SLC25A2	493
CTDSP1_46507	CTDSP1	512
HIST1H3G_21719	HIST1H3G	415
INHBE_52430	INHBE	391
ZNF432_25545	ZNF432	118
C9orf41_60562	C9orf41	213
PRSS37_60414	PRSS37	607
TMEM251_34724	TMEM251	521
SPHK2_44430	SPHK2	131
SLC16A10_57950	SLC16A10	504
ARPC4-TTLL3_76002	ARPC4-TTLL3	278
FAM46D_64103	FAM46D	344
ABHD15_57702	ABHD15	192
PNCK_60743	PNCK	1165
TNFRSF13C_57522	TNFRSF13C	671
MTSS1_25977	MTSS1	240
RASGEF1B_62737	RASGEF1B	377
PREX1_45918	PREX1	315
USP17L25_74659	USP17L25	179
TDRD3_51655	TDRD3	197
COMMD4_41069	COMMD4	2122
F12_5982	F12	551
CENPQ_41779	CENPQ	348
APC_899	APC	812
PITHD1_44959	PITHD1	1533
COL6A2_3600	COL6A2	700
GRM3_7795	GRM3	94
IFNA16_9243	IFNA16	385
PLXNA3_42660	PLXNA3	547
DENND2A_35684	DENND2A	586
LELP1_62112	LELP1	557
PDK4_13615	PDK4	1065
CACNA1G_23396	CACNA1G	422
KRTAP9-4_54760	KRTAP9-4	33
ECI1_4567	ECI1	128
DEFB116_66155	DEFB116	1075
PROM2_62382	PROM2	163
LMX1A_10732	LMX1A	1073
GSDMB_43642	GSDMB	381
CDH12_2875	CDH12	94
Non-Targeting Control_76869	Non-Targeting Control	1330
CADPS_22454	CADPS	257
LANCL3_69811	LANCL3	214
TTC39C_58942	TTC39C	374
C14orf79_58485	C14orf79	262
S100P_16772	S100P	773
MN1_11652	MN1	836
KRT39_71854	KRT39	938
CSTL1_59601	CSTL1	331
LAGE3_21490	LAGE3	214
HLA-B_8381	HLA-B	126
TMEM265_76244	TMEM265	519
ARPP21_29139	ARPP21	171
LOC388436_71032	LOC388436	574
TTC33_33129	TTC33	209
TAP2_18704	TAP2	350
ZNF804A_55992	ZNF804A	172
ISPD_75007	ISPD	326
PSG8_72950	PSG8	537
METTL6_60006	METTL6	376
BRE_25266	BRE	548
OR4C12_67194	OR4C12	224
ITGA10_22161	ITGA10	686
LOXL1_10755	LOXL1	293
TSPAN9_29363	TSPAN9	342
MOBP_11665	MOBP	202
OR1G1_21812	OR1G1	467
OR4A5_51545	OR4A5	674
CX3CL1_17060	CX3CL1	1285
PHLDA1_30907	PHLDA1	824
GCNT1_7008	GCNT1	567
PARM1_33895	PARM1	166
OCM_74422	OCM	72
SLC9A9_68062	SLC9A9	460
ATP5G3_1439	ATP5G3	194
TACR3_18621	TACR3	141
KRT6B_10331	KRT6B	190
NOTO_69588	NOTO	241
DNMT3L_36870	DNMT3L	782
OR1N2_60638	OR1N2	528
GLUL_7272	GLUL	298
CRTAC1_41625	CRTAC1	523
POFUT2_32312	POFUT2	383
MRI1_53200	MRI1	388
ZYG11B_49676	ZYG11B	67
ZNF551_55365	ZNF551	456
SHANK2_31302	SHANK2	277
ZIM3_57080	ZIM3	463
TMEM57_41977	TMEM57	480
HIST1H2BM_21668	HIST1H2BM	198
CTTNBP2_52758	CTTNBP2	459
UBAC1_28029	UBAC1	113
ESPN_52414	ESPN	216
EMX1_5561	EMX1	712
MDK_11288	MDK	232
TMEM14E_74047	TMEM14E	670
FAM102A_72097	FAM102A	477
ALDH9A1_630	ALDH9A1	338
PI15_37626	PI15	454
ZDHHC9_37851	ZDHHC9	731
DYNC1LI1_37949	DYNC1LI1	441
ZNF780A_67742	ZNF780A	743
MCHR1_7569	MCHR1	334
LCE2D_70087	LCE2D	247
GPR35_7607	GPR35	596
SLC47A1_42058	SLC47A1	415
TCF7L2_18840	TCF7L2	1157
SGSM3_36117	SGSM3	349
ZDHHC20_66358	ZDHHC20	448
PMCH_14247	PMCH	723
GPR87_39657	GPR87	259
C5orf49_60216	C5orf49	254
CEL_3021	CEL	639
MBLAC1_66610	MBLAC1	140
NDUFA5_12282	NDUFA5	1626
TDRD5_63696	TDRD5	454
HADHB_8158	HADHB	169
CLMN_49947	CLMN	122
PRKAB2_14773	PRKAB2	631
PLCG1_14129	PLCG1	848
VGLL2_66111	VGLL2	354
PPM1N_61835	PPM1N	413
SLC2A6_30401	SLC2A6	522
ABCF2_26880	ABCF2	346
C6orf226_73057	C6orf226	384
ALDH1L1_29290	ALDH1L1	530
GBF1_22814	GBF1	68
FHAD1_57285	FHAD1	125
TXNDC16_45791	TXNDC16	157
SMARCA5_22021	SMARCA5	401
SCAMP3_26895	SCAMP3	77
THBS3_19147	THBS3	117
HIST1H2BC_21685	HIST1H2BC	133
CYP2A6_4347	CYP2A6	305
TMEM63A_25749	TMEM63A	585
GLRA4_73146	GLRA4	1416
SMIM19_57363	SMIM19	846
LYVE1_29462	LYVE1	142
TMEM243_49050	TMEM243	699
TAS2R14_37400	TAS2R14	515
NUSAP1_38127	NUSAP1	111
CHKA_3172	CHKA	442
MAPK4_14891	MAPK4	271
SPOCK1_18087	SPOCK1	124
GPR108_44609	GPR108	604
PRDM10_44759	PRDM10	129
RNF31_41484	RNF31	281
MOCS1_11670	MOCS1	398
ARSK_62811	ARSK	205
FZD2_6690	FZD2	395
PLIN1_14169	PLIN1	322
ZC3HC1_38959	ZC3HC1	901
HTATIP2_28461	HTATIP2	655
TAS2R39_66980	TAS2R39	692
ZSCAN18_48536	ZSCAN18	1151
AHNAK2_56936	AHNAK2	33
PAX7_13347	PAX7	510
ZFAND1_49850	ZFAND1	902
PIP4K2A_14019	PIP4K2A	421
DAND5_64557	DAND5	771
FAN1_31200	FAN1	595
MTNR1A_11881	MTNR1A	497
CXorf56_47172	CXorf56	825
SPRN_73471	SPRN	775
LYPLA2_30723	LYPLA2	190
HTR1F_9032	HTR1F	512
PAPOLG_48226	PAPOLG	521
NEK3_12450	NEK3	442
TUBGCP5_57206	TUBGCP5	48
RAD21L1_73709	RAD21L1	520
UFD1L_19932	UFD1L	551
OR4D5_65426	OR4D5	524
NDUFA11_59121	NDUFA11	109
DNAJB9_11273	DNAJB9	340
DHX34_25679	DHX34	269
IFIT2_9192	IFIT2	323
EIF4E1B_66293	EIF4E1B	775
NDUFA2_12270	NDUFA2	495
MPP3_11717	MPP3	275
PTGDR_15320	PTGDR	970
APBB2_896	APBB2	317
CDC123_23256	CDC123	142
MAVS_45666	MAVS	276
GNB2_7349	GNB2	151
FAM208A_32303	FAM208A	210
OTUD6A_60718	OTUD6A	924
PSME2_15290	PSME2	61
C6orf201_72666	C6orf201	242
FRS2_29268	FRS2	1259
PDCD1_13487	PDCD1	896
SSPN_21261	SSPN	478
DMPK_4867	DMPK	124
LPAR4_7568	LPAR4	815
OR2T10_59295	OR2T10	943
CREB3L1_55700	CREB3L1	224
PAEP_13242	PAEP	278
KRT75_23916	KRT75	264
NPTN_35416	NPTN	332
LRAT_24239	LRAT	202
ASB2_39283	ASB2	747
YPEL4_65311	YPEL4	211
MYCT1_50847	MYCT1	575
TMEM163_51791	TMEM163	418
COMMD4_41070	COMMD4	206
KMO_22334	KMO	209
CD274_36565	CD274	603
UBE2Q1_42715	UBE2Q1	270
ID3_9127	ID3	397
HEXIM1_28675	HEXIM1	139
MYO1D_12100	MYO1D	215
CYP24A1_4447	CYP24A1	599
PNMA3_36856	PNMA3	721
CHST13_63869	CHST13	1273
ZNF812_74966	ZNF812	455
ARAF_1060	ARAF	422
NDUFA8_12293	NDUFA8	377
PSME4_32047	PSME4	598
PRAMEF15_74372	PRAMEF15	561
GLS_7253	GLS	391
DEFB1_4699	DEFB1	465
TMEM54_57009	TMEM54	226
AOX1_865	AOX1	255
ARL13B_64778	ARL13B	723
C4orf36_60123	C4orf36	307
PTPRCAP_15474	PTPRCAP	186
UBL3_14315	UBL3	1403
SMIM14_64949	SMIM14	782
PTPN18_35023	PTPN18	1220
ZNF789_68331	ZNF789	111
ITPRIP_54957	ITPRIP	766
GPSM1_34533	GPSM1	554
UGCG_19943	UGCG	526
RHOB_1110	RHOB	225
SCNM1_48687	SCNM1	202
CCDC149_55717	CCDC149	285
CPO_59861	CPO	670
ATP6V0A2_33116	ATP6V0A2	419
TLL1_19259	TLL1	539
SYT16_52517	SYT16	772
BSCL2_35196	BSCL2	243
BCL7C_24371	BCL7C	702
FBXW8_34865	FBXW8	549
DEFB131_73926	DEFB131	312
PSD2_53218	PSD2	1082
OR1S1_65472	OR1S1	149
IPO8_28378	IPO8	445
DCP1B_64444	DCP1B	303
C4orf48_72355	C4orf48	238
BID_1727	BID	306
JKAMP_38951	JKAMP	301
TTC31_47782	TTC31	365
RWDD1_38677	RWDD1	339
TBC1D3_74997	TBC1D3	330
EGLN3_56781	EGLN3	452
ZNF629_32578	ZNF629	361
SOGA1_60929	SOGA1	180
TFDP3_38307	TFDP3	505
TMEM63A_25752	TMEM63A	894
KAT2A_7000	KAT2A	124
C2CD4B_70936	C2CD4B	366
TCTEX1D1_64655	TCTEX1D1	93
FAHD2B_62495	FAHD2B	460
SMARCC2_17762	SMARCC2	68
TBX2_18767	TBX2	310
CCNL1_44852	CCNL1	625
SEC24A_29214	SEC24A	188
CYSLTR2_44994	CYSLTR2	389
PLEKHA3_48519	PLEKHA3	371
LIPM_69240	LIPM	211
BDKRB1_1689	BDKRB1	234
NKRF_43749	NKRF	699
CYB5RL_73607	CYB5RL	245
MTMR7_23883	MTMR7	648
HNF4A_8553	HNF4A	349
USP31_45582	USP31	84
PRKAB1_14771	PRKAB1	499
WDR12_43279	WDR12	55
GFM2_53535	GFM2	164
XKR9_71444	XKR9	218
HOXD9_8768	HOXD9	590
PAPSS1_23739	PAPSS1	509
METTL24_74708	METTL24	821
EFS_27607	EFS	322
FIGN_41682	FIGN	367
VAV3_28121	VAV3	1293
SCYL2_43018	SCYL2	252
MEF2A_11315	MEF2A	488
NSUN5_43056	NSUN5	58
CLEC4M_27786	CLEC4M	359
ANKRD13B_58859	ANKRD13B	546
TNKS_22588	TNKS	693
RAB29_23446	RAB29	118
SHANK3_54820	SHANK3	370
FGL2_29394	FGL2	156
MAGEA12_11037	MAGEA12	592
RNF144B_66628	RNF144B	457
TXNDC17_54231	TXNDC17	210
MPV17_11728	MPV17	50
DLL1_36188	DLL1	240
TSPAN10_52601	TSPAN10	301
ZSCAN31_47608	ZSCAN31	393
ECHDC1_43614	ECHDC1	351
MAPK12_16809	MAPK12	194
CHID1_48605	CHID1	124
OR6T1_65423	OR6T1	197
LTN1_34437	LTN1	916
MIB2_61091	MIB2	275
OR2W1_35261	OR2W1	565
ZNF623_26124	ZNF623	391
NDUFAF3_34078	NDUFAF3	656
PRMT7_40074	PRMT7	72
GPSM3_47191	GPSM3	417
CORIN_28946	CORIN	1059
TLR5_19289	TLR5	173
PODNL1_50250	PODNL1	626
KCNC2_9984	KCNC2	1007
WIPF2_61745	WIPF2	145
DEFB112_66137	DEFB112	1240
TBX19_23848	TBX19	284
CRYGS_3987	CRYGS	152
NEUROD1_12469	NEUROD1	1368
RHOU_46539	RHOU	592
NME9_69881	NME9	167
UBA6_42034	UBA6	30
SSSCA1_28401	SSSCA1	103
AMER2_65202	AMER2	562
CEACAM19_44739	CEACAM19	298
C9orf172_71493	C9orf172	588
CSNK2A2_4089	CSNK2A2	529
CHIC2_35091	CHIC2	243
NANP_61019	NANP	532
ING2_9596	ING2	270
LXN_44601	LXN	693
MSH3_11760	MSH3	322
DDX50_48706	DDX50	310
COL4A6_3584	COL4A6	787
OR2A1_69750	OR2A1	77
CDKAL1_40946	CDKAL1	1089
POLR2M_51593	POLR2M	156
PDE10A_29310	PDE10A	213
PAF1_40338	PAF1	337
NOX5_49206	NOX5	122
CLK3_3400	CLK3	1617
CCNC_2487	CCNC	779
TG_19070	TG	271
OR2M7_71970	OR2M7	330
COL5A1_3585	COL5A1	987
DPY19L3_61926	DPY19L3	861
ITGBL1_24592	ITGBL1	599
USP17L12_75592	USP17L12	1107
TBK1_36513	TBK1	540
UCP3_19928	UCP3	108
OR13C8_60618	OR13C8	475
KHNYN_32540	KHNYN	367
ANO2_44978	ANO2	933
NEIL2_66254	NEIL2	253
CTTNBP2_52757	CTTNBP2	162
RAB40AL_67146	RAB40AL	505
FAM134C_63517	FAM134C	477
ARID1A_21516	ARID1A	189
SETD1A_25806	SETD1A	86
CEP170B_67447	CEP170B	746
NDUFS3_12371	NDUFS3	189
Non-Targeting Control_77350	Non-Targeting Control	2065
ANKRD44_55873	ANKRD44	214
AHR_542	AHR	1159
ATP1B1_1352	ATP1B1	206
GJC1_26841	GJC1	731
LGALS16_61931	LGALS16	364
KLB_62719	KLB	1133
SLC25A3_13847	SLC25A3	226
SIRPG_42500	SIRPG	294
DISP1_54666	DISP1	337
NR4A3_21174	NR4A3	768
VCY1B_70183	VCY1B	820
CIZ1_33715	CIZ1	742
USP13_23514	USP13	337
RNASEL_16195	RNASEL	121
MRGPRX2_57931	MRGPRX2	85
PYGM_15620	PYGM	368
METTL13_39122	METTL13	259
CDA_2776	CDA	179
SOWAHA_60283	SOWAHA	1209
PRAMEF9_69499	PRAMEF9	66
RCN3_45355	RCN3	439
HLF_8446	HLF	296
KDELC1_48848	KDELC1	466
ENDOV_67665	ENDOV	340
CSRNP3_50652	CSRNP3	343
CEP57_25672	CEP57	786
KHDC3L_62892	KHDC3L	527
IPCEF1_34400	IPCEF1	176
TMEM52_68957	TMEM52	43
MAML2_53606	MAML2	494
MSGN1_69576	MSGN1	126
SBF2_51949	SBF2	339
GAR1_39910	GAR1	355
PLA2G2E_37075	PLA2G2E	380
FAM162B_65750	FAM162B	597
ZDHHC6_47788	ZDHHC6	625
OR11A1_35143	OR11A1	494
DNAJC8_30921	DNAJC8	1016
GDF7_62506	GDF7	464
GALNS_6841	GALNS	657
ITIH6_69808	ITIH6	272
MROH9_50757	MROH9	420
MBOAT2_59718	MBOAT2	443
FAM183A_72974	FAM183A	726
C1orf195_74474	C1orf195	540
ITM2C_51803	ITM2C	407
ZNF232_20880	ZNF232	103
TNFSF13_22855	TNFSF13	197
FABP2_6007	FABP2	494
TLE4_19253	TLE4	230
FUBP1_23284	FUBP1	204
GJB5_7174	GJB5	171
ZNF32_20542	ZNF32	315
ZKSCAN1_20553	ZKSCAN1	516
CLCN1_3344	CLCN1	1393
ADGRG4_60702	ADGRG4	1251
AJUBA_54630	AJUBA	429
RAB3B_15649	RAB3B	201
EFCAB3_61659	EFCAB3	398
KCNK7_26965	KCNK7	300
OR2C3_51589	OR2C3	265
MNAT1_11655	MNAT1	135
ASGR1_1246	ASGR1	339
FUT2_6645	FUT2	441
KRT20_40021	KRT20	191
ATG9A_48835	ATG9A	123
YIPF6_68460	YIPF6	269
SLC38A7_42040	SLC38A7	176
GRAMD4_31884	GRAMD4	537
NOX1_35448	NOX1	450
KIF13A_47232	KIF13A	214
CCL24_17036	CCL24	308
ITIH6_69807	ITIH6	316
CENPW_70723	CENPW	210
HIST1H2AM_21642	HIST1H2AM	115
DEDD2_63594	DEDD2	512
OR6C65_72624	OR6C65	313
ZNF841_67809	ZNF841	69
BTNL9_62807	BTNL9	644
DGKG_4500	DGKG	273
ZNF449_65115	ZNF449	116
TIGAR_44985	TIGAR	344
ZGRF1_42404	ZGRF1	296
RAPSN_15827	RAPSN	702
FBXL3_34773	FBXL3	236
EFCAB6_48101	EFCAB6	286
EEF1E1_25092	EEF1E1	440
MBNL2_27170	MBNL2	240
KRT84_10420	KRT84	151
HIST1H3E_21709	HIST1H3E	290
CD33_2648	CD33	614
CSN3_4064	CSN3	275
YPEL2_71019	YPEL2	177
PPP1R3G_74208	PPP1R3G	356
IGFBP2_9315	IGFBP2	86
TMEM175_53351	TMEM175	294
SERPINE2_13905	SERPINE2	292
CCL19_17014	CCL19	429
GDNF-AS1_76237	GDNF-AS1	722
C10orf54_47412	C10orf54	995
BAZ2B_37003	BAZ2B	486
PLA1A_38606	PLA1A	551
HMG20A_27856	HMG20A	283
ART5_57855	ART5	212
SIDT1_40749	SIDT1	173
ERBB4_5738	ERBB4	53
HMGN4_28203	HMGN4	545
OR2A2_73264	OR2A2	45
NCBP1_12240	NCBP1	87
CCDC182_76348	CCDC182	165
WDR49_62555	WDR49	220
RHOXF2_53753	RHOXF2	570
KIAA0513_25896	KIAA0513	807
ASXL3_51375	ASXL3	430
FUT2_6648	FUT2	950
GAK_6815	GAK	377
CDS1_2971	CDS1	365
ATP1A2_1335	ATP1A2	799
ZNF461_56173	ZNF461	386
SYF2_34177	SYF2	680
PTDSS2_51595	PTDSS2	533
TIMM8B_35117	TIMM8B	720
WNT3_20267	WNT3	47
VILL_37417	VILL	47
ZNF791_63612	ZNF791	469
GRAP2_24727	GRAP2	293
SLC51B_58609	SLC51B	711
GALNT4_22703	GALNT4	1570
C1orf123_41237	C1orf123	545
ZNF385B_62444	ZNF385B	779
FAM218A_62701	FAM218A	132
PROSER1_50915	PROSER1	553
RHBDD2_45450	RHBDD2	269
TMED3_32778	TMED3	120
OR8J3_51525	OR8J3	303
SPO11_33354	SPO11	567
NFATC4_12508	NFATC4	215
PRM1_14971	PRM1	317
KLHL29_57258	KLHL29	122
HSPB11_39272	HSPB11	2046
HSPA9_8954	HSPA9	54
PITX2_14030	PITX2	1294
RRBP1_16637	RRBP1	244
PRR27_72361	PRR27	438
TRIM48_48940	TRIM48	292
ARHGEF15_31159	ARHGEF15	607
RAET1E_60342	RAET1E	1051
PRR5L_50307	PRR5L	475
C16orf46_58650	C16orf46	350
PHLDA2_19668	PHLDA2	328
ZNF445_70132	ZNF445	356
FBXL17_48138	FBXL17	461
RASL11B_48580	RASL11B	475
FBXL22_67500	FBXL22	445
PGK2_13815	PGK2	642
CTAGE5_11446	CTAGE5	971
URGCP_42971	URGCP	304
OR56A4_58289	OR56A4	228
TBC1D10C_70277	TBC1D10C	686
CXCR2_9468	CXCR2	217
OLFM1_28086	OLFM1	553
FAM71E2_67849	FAM71E2	317
S100A16_60839	S100A16	682
LAMA2_10462	LAMA2	243
MEGF6_5377	MEGF6	243
SERTAD4_44164	SERTAD4	202
LYRM5_61314	LYRM5	286
MLF1_11522	MLF1	531
ARFGAP1_43202	ARFGAP1	190
CCDC8_52739	CCDC8	697
MARVELD1_52458	MARVELD1	961
CBWD2_62352	CBWD2	251
PCDHB8_43976	PCDHB8	195
RNF115_35869	RNF115	686
SPSB4_56234	SPSB4	333
DCAF8_37325	DCAF8	454
GINM1_57711	GINM1	540
LRCOL1_75939	LRCOL1	81
SYT10_69314	SYT10	274
ZNF772_72252	ZNF772	603
PXMP4_30642	PXMP4	173
BBS1_1598	BBS1	118
TK2_19232	TK2	1012
ZDHHC22_67418	ZDHHC22	131
FLNA_6455	FLNA	669
MRPS24_48287	MRPS24	912
ZKSCAN2_69385	ZKSCAN2	298
NQO2_12675	NQO2	324
ARHGAP28_50051	ARHGAP28	692
DNAAF5_40998	DNAAF5	57
PILRB_36987	PILRB	824
GOLT1A_59440	GOLT1A	827
SEC14L4_67998	SEC14L4	422
SLC7A3_54377	SLC7A3	783
TIMM10B_35099	TIMM10B	541
RNASEL_16193	RNASEL	924
DUSP28_68060	DUSP28	319
MACF1_32957	MACF1	271
HRH3_30616	HRH3	121
GGT5_7103	GGT5	63
CRB2_68392	CRB2	419
RETNLB_53976	RETNLB	321
ZNF275_29286	ZNF275	257
ALDH1A2_23208	ALDH1A2	165
SYN1_18568	SYN1	898
PCDHGC4_43880	PCDHGC4	214
SLC25A14_23594	SLC25A14	504
PLD2_14144	PLD2	438
SALL2_16803	SALL2	107
ABHD3_64313	ABHD3	709
CNTNAP3_50413	CNTNAP3	178
KCNK12_44349	KCNK12	176
OTOR_44562	OTOR	192
SLC24A4_58579	SLC24A4	493
PRSS53_68842	PRSS53	142
AQP2_1023	AQP2	710
FBN2_6114	FBN2	271
KCNH8_59909	KCNH8	645
MR1_8462	MR1	526
DHRS4_29485	DHRS4	326
IDH2_9143	IDH2	577
COL4A2_3566	COL4A2	186
SIKE1_50774	SIKE1	289
GLRX3_28421	GLRX3	169
PBDC1_38282	PBDC1	845
ADCY4_64471	ADCY4	140
HCLS1_8244	HCLS1	153
OR5AP2_68778	OR5AP2	753
OR52B4_61187	OR52B4	1040
SLA_17417	SLA	461
TMED4_65946	TMED4	239
PER1_13665	PER1	369
PLK5_59172	PLK5	1459
MED13_26597	MED13	684
CLEC2L_62916	CLEC2L	83
CNTROB_57826	CNTROB	183
CC2D1B_64638	CC2D1B	169
ZDHHC4_41712	ZDHHC4	215
SMARCB1_17753	SMARCB1	540
CCDC24_62181	CCDC24	50
ZNF77_46577	ZNF77	299
FGB_6225	FGB	295
KIF12_56962	KIF12	231
SETMAR_17166	SETMAR	586
KIAA1468_46023	KIAA1468	346
ZNF580_37992	ZNF580	161
OR51F1_66819	OR51F1	146
CYSLTR1_29206	CYSLTR1	717
GORASP1_47887	GORASP1	493
PERM1_54214	PERM1	757
NEDD1_58382	NEDD1	32
WSCD1_32386	WSCD1	825
MBLAC2_62773	MBLAC2	370
CFC1B_74278	CFC1B	200
HSPB2_8964	HSPB2	444
PLXDC1_45058	PLXDC1	128
PNMAL1_42007	PNMAL1	260
ZCCHC5_65101	ZCCHC5	1217
TMSB15B_68476	TMSB15B	1106
RFWD2_47634	RFWD2	257
AQP3_1028	AQP3	414
TMED9_40447	TMED9	586
ELOVL3_52071	ELOVL3	293
GABPB2_59189	GABPB2	1011
KLLN_75527	KLLN	349
DAZ4_45087	DAZ4	251
NKX2-8_34858	NKX2-8	594
DSTYK_33690	DSTYK	497
DTWD2_68225	DTWD2	247
IL22RA2_57743	IL22RA2	203
SUN1_32547	SUN1	293
FAM92A1_60480	FAM92A1	226
FAM73A_70417	FAM73A	353
ASB2_39286	ASB2	932
ASB13_49856	ASB13	431
ACER3_42352	ACER3	327
RNFT2_54419	RNFT2	654
MAB21L3_59246	MAB21L3	583
RDX_15974	RDX	162
COL21A1_51744	COL21A1	361
OR10J3_73211	OR10J3	280
TMEM141_54723	TMEM141	565
SOX1_17972	SOX1	58
CPT1C_59045	CPT1C	479
ERC1_31682	ERC1	570
GPR146_57463	GPR146	178
HP1BP3_37348	HP1BP3	211
DIP2A_31991	DIP2A	193
HIST2H2BE_21693	HIST2H2BE	79
KRT20_40019	KRT20	355
EIF4A2_5439	EIF4A2	451
F11R_37409	F11R	299
TRAP1_27107	TRAP1	294
COG1_24677	COG1	645
OR2V1_35264	OR2V1	583
MNAT1_11654	MNAT1	315
ZBED6_75767	ZBED6	214
TREX1_30682	TREX1	121
ANKRD40_55818	ANKRD40	403
CES1_3048	CES1	296
FZD8_21608	FZD8	662
SLC22A25_70786	SLC22A25	319
DDHD2_32260	DDHD2	731
COX6C_3721	COX6C	408
R3HDM4_55794	R3HDM4	359
PLA2G4D_67488	PLA2G4D	659
FOXK1_65923	FOXK1	76
ZNF185_20778	ZNF185	531
PDE9A_13557	PDE9A	901
SNX22_50165	SNX22	128
LOC339862_69042	LOC339862	245
OR2AK2_71953	OR2AK2	251
WBP1_33174	WBP1	561
SELM_60851	SELM	178
PRR20E_74870	PRR20E	871
PDE4DIP_25523	PDE4DIP	57
ZNF236_20881	ZNF236	364
ZC3HAV1L_56101	ZC3HAV1L	666
GLRX_7260	GLRX	735
MYD88_12008	MYD88	335
BCL6B_66676	BCL6B	90
IRF3_9708	IRF3	347
GGH_23147	GGH	893
ZNF211_28356	ZNF211	558
PIGZ_50988	PIGZ	206
BTAF1_23676	BTAF1	243
SLC13A3_48163	SLC13A3	554
ARL6IP6_62452	ARL6IP6	533
NAAA_35726	NAAA	522
KRT14_10359	KRT14	271
SAA1_16776	SAA1	377
HORMAD1_52850	HORMAD1	475
NECAB3_47195	NECAB3	499
ZNF134_20672	ZNF134	833
ATF7IP_43173	ATF7IP	364
TGM7_57683	TGM7	307
G6PC_6698	G6PC	342
CCDC93_40139	CCDC93	187
ZFP42_60074	ZFP42	478
ANXA7_845	ANXA7	210
RDH14_46169	RDH14	950
PLA2G2C_71913	PLA2G2C	243
ZNF530_69946	ZNF530	293
ZNF860_69632	ZNF860	420
OR2T27_72591	OR2T27	69
TRIP10_24482	TRIP10	355
OR7C1_35239	OR7C1	411
KATNAL1_52786	KATNAL1	372
PHLDA1_30910	PHLDA1	543
ZNF799_55535	ZNF799	725
PTPN22_34739	PTPN22	478
PMM2_14264	PMM2	99
GRIK5_7749	GRIK5	460
TSC22D4_51839	TSC22D4	515
CD7_2588	CD7	94
ABCA1_41	ABCA1	238
NCSTN_32651	NCSTN	366
KCTD7_62942	KCTD7	555
GOT1L1_60473	GOT1L1	158
MYO1E_12103	MYO1E	518
PRAMEF19_74011	PRAMEF19	875
SLC29A3_42293	SLC29A3	1052
SPC25_45422	SPC25	232
HAX1_28140	HAX1	300
FAM83D_51781	FAM83D	541
PRSS48_69658	PRSS48	226
