sgRNA	Gene	E8_T0
COX5B_3706	COX5B	164
DEFB118_57963	DEFB118	465
MRPL51_38273	MRPL51	248
GALNT2_6850	GALNT2	247
IDH2_9143	IDH2	619
SDHD_17097	SDHD	943
TCHP_53252	TCHP	333
TRIM3_28666	TRIM3	134
TFE3_19041	TFE3	759
ASB3_37910	ASB3	339
CCDC94_43085	CCDC94	72
EOMES_21585	EOMES	520
C16orf91_67552	C16orf91	390
HLA-G_8457	HLA-G	481
ARL5C_71849	ARL5C	259
TGFB2_19087	TGFB2	198
ZNF510_31052	ZNF510	241
DSCAM_5077	DSCAM	160
PRDX1_13264	PRDX1	30
OTOS_62367	OTOS	370
PIGL_24984	PIGL	282
PRKRA_22376	PRKRA	421
GJB5_7175	GJB5	109
PPP1R3E_55593	PPP1R3E	50
CCL16_17001	CCL16	401
LRP3_10796	LRP3	385
TRIM73_70513	TRIM73	312
STOML1_24716	STOML1	52
MAGED4B_51683	MAGED4B	681
TMEM254_50875	TMEM254	181
TREM2_39823	TREM2	294
H2AFX_8113	H2AFX	865
EPHX4_66279	EPHX4	557
CD248_45052	CD248	1151
LSM11_60249	LSM11	513
RAB24_39689	RAB24	361
KITLG_11449	KITLG	961
RALGPS1_25481	RALGPS1	740
CNNM4_35072	CNNM4	635
ZNF737_75241	ZNF737	488
CFAP44_43348	CFAP44	675
WDR36_60266	WDR36	390
TOLLIP_40017	TOLLIP	118
TRIM56_51945	TRIM56	387
C11orf1_48021	C11orf1	916
PLCB4_14120	PLCB4	403
IGFL1_70386	IGFL1	213
C12orf40_67384	C12orf40	291
MEDAG_54532	MEDAG	247
ZNF610_63570	ZNF610	268
DRP2_5057	DRP2	1441
IL17REL_72308	IL17REL	248
CREB5_25299	CREB5	375
ADAT1_33089	ADAT1	324
GSDMC_44098	GSDMC	139
11-Mar_73056	11-Mar	453
AUP1_1517	AUP1	279
SLC25A34_67980	SLC25A34	558
C1orf105_56228	C1orf105	213
SEC24D_26260	SEC24D	148
TRNAU1AP_41108	TRNAU1AP	374
HDAC11_50255	HDAC11	143
BRDT_1873	BRDT	317
CLEC2A_70868	CLEC2A	939
P3H2_41957	P3H2	233
PSCA_21166	PSCA	591
CCDC91_42245	CCDC91	1014
SPOCK3_37434	SPOCK3	450
PIGZ_50987	PIGZ	585
DGCR6L_54826	DGCR6L	1138
PPWD1_32694	PPWD1	178
LHFPL4_70476	LHFPL4	409
SPIN1_29573	SPIN1	786
PTPRD_15472	PTPRD	513
S1PR2_24417	S1PR2	513
ZNF207_20817	ZNF207	176
PCNXL3_72144	PCNXL3	212
SYTL2_40741	SYTL2	831
GDF15_25080	GDF15	742
SLC26A9_57401	SLC26A9	142
C4orf33_60059	C4orf33	696
LAMP3_35509	LAMP3	475
PCDH20_48219	PCDH20	407
FRAS1_50775	FRAS1	273
ZYG11B_49678	ZYG11B	463
CDKN1A_2926	CDKN1A	507
CMBL_60224	CMBL	371
FOXO6_75418	FOXO6	137
GALM_59845	GALM	1589
RBM17_54694	RBM17	321
TBX21_37038	TBX21	425
LPP_10773	LPP	736
ATG101_46987	ATG101	641
BBS10_49800	BBS10	356
C6orf165_62896	C6orf165	252
ZFAND2B_59854	ZFAND2B	315
ANKRD22_58097	ANKRD22	247
SUCO_38744	SUCO	235
TXNRD3NB_74045	TXNRD3NB	251
MYF6_12018	MYF6	28
EEPD1_51388	EEPD1	309
RNF216_40027	RNF216	760
TRAPPC1_46549	TRAPPC1	322
JAK2_9901	JAK2	809
DACH1_4473	DACH1	1042
NUP210L_55763	NUP210L	704
FCRL1_57466	FCRL1	222
OR5H14_72606	OR5H14	558
KCNA4_9953	KCNA4	740
CDC26_66208	CDC26	264
MYOG_12145	MYOG	733
DCBLD1_68278	DCBLD1	165
FAM71A_62215	FAM71A	118
SERINC2_69880	SERINC2	103
TREX1_30682	TREX1	419
WNT10A_51142	WNT10A	344
LAMA2_10462	LAMA2	57
C17orf78_67637	C17orf78	249
CRX_3926	CRX	173
PFKFB3_13746	PFKFB3	619
TUBA1C_54184	TUBA1C	146
LZTS3_25892	LZTS3	290
TRAF3IP3_51181	TRAF3IP3	74
IFNA1_9201	IFNA1	620
GIT1_36231	GIT1	618
COL21A1_51745	COL21A1	519
TRIM16_28715	TRIM16	488
WDR18_45455	WDR18	25
CCP110_25801	CCP110	254
MIA_21380	MIA	441
NBEAL2_32120	NBEAL2	87
OLFM1_28088	OLFM1	572
ARGFX_73474	ARGFX	174
RPS6KA1_16513	RPS6KA1	585
GTPBP1_25234	GTPBP1	393
GPX7_7681	GPX7	268
UBE2J2_58001	UBE2J2	52
FRMD1_50520	FRMD1	271
DUS3L_44619	DUS3L	197
HDAC7_39046	HDAC7	678
SOX8_37069	SOX8	384
RHAG_16125	RHAG	267
FRMPD3_53610	FRMPD3	302
APLF_64733	APLF	335
TRIM11_51693	TRIM11	319
KRT23_34267	KRT23	684
14-Sep_69736	14-Sep	482
CCNE2_23976	CCNE2	791
FOXP1_35533	FOXP1	591
SYNDIG1L_74123	SYNDIG1L	868
AKR1C3_22541	AKR1C3	176
TLCD1_57708	TLCD1	38
TLR2_19278	TLR2	567
USP49_33931	USP49	279
PLA2G2F_47856	PLA2G2F	809
CPE_3788	CPE	574
YPEL1_36632	YPEL1	141
FRMPD4_25874	FRMPD4	770
CACNG2_27869	CACNG2	795
FAM126A_53986	FAM126A	797
FBXO3_34913	FBXO3	289
VAMP1_18544	VAMP1	685
ZNF22_20519	ZNF22	346
DUSP2_5148	DUSP2	509
NTF4_12883	NTF4	515
COL24A1_66640	COL24A1	546
Non-Targeting Control_76822	Non-Targeting Control	296
SAC3D1_36736	SAC3D1	341
CRTAP_28273	CRTAP	619
SLX4_53670	SLX4	75
NAA30_58545	NAA30	393
ERVMER34-1_75672	ERVMER34-1	613
OR8U1_65228	OR8U1	580
ABCA7_27822	ABCA7	244
SEC23B_28242	SEC23B	270
RNF224_73806	RNF224	137
SON_17950	SON	368
CAPN8_71177	CAPN8	591
UGT2A3_49978	UGT2A3	301
SCO2_26680	SCO2	244
SFRP4_17181	SFRP4	390
VPS13C_40707	VPS13C	551
ZNF853_40494	ZNF853	1150
ISG15_25433	ISG15	399
WBP11_39388	WBP11	389
IDI2_55972	IDI2	253
ZNF579_63607	ZNF579	183
PDE11A_37461	PDE11A	243
WSB2_43650	WSB2	261
YIPF5_51678	YIPF5	418
PTK7_15389	PTK7	621
WDFY2_57579	WDFY2	620
EGFL6_34235	EGFL6	230
ECI1_4566	ECI1	1054
ISOC2_49882	ISOC2	351
SPATA21_70404	SPATA21	589
NCAPH2_36613	NCAPH2	485
FABP4_5997	FABP4	224
BFAR_38352	BFAR	287
HDGFL1_62874	HDGFL1	371
GPR85_39844	GPR85	233
TNC_9071	TNC	215
TXLNB_63977	TXLNB	864
AP5S1_42300	AP5S1	374
DEF8_40755	DEF8	427
ASXL1_64262	ASXL1	361
DPY19L3_61926	DPY19L3	1516
CAPRIN2_48531	CAPRIN2	252
USP19_29374	USP19	155
OR2A7_72435	OR2A7	274
OSMR_24108	OSMR	792
AES_473	AES	133
PIEZO1_25952	PIEZO1	587
FAM213B_59329	FAM213B	539
RRP36_55076	RRP36	128
SLC23A3_62488	SLC23A3	717
NME2_12664	NME2	680
SOS1_17963	SOS1	104
ZNF74_20594	ZNF74	461
FEM1B_27058	FEM1B	225
HSPB7_35639	HSPB7	260
FEM1B_27057	FEM1B	605
LRRCC1_54941	LRRCC1	384
GCN1L1_29761	GCN1L1	107
SRMS_18193	SRMS	180
NPSR1_70734	NPSR1	87
KLHL9_43777	KLHL9	97
VN1R5_68532	VN1R5	512
RBP1_15936	RBP1	280
GPR12_7532	GPR12	724
CLYBL_64287	CLYBL	240
MLANA_6449	MLANA	146
TMTC1_52542	TMTC1	261
ATP6V0C_1462	ATP6V0C	333
GUSB_8028	GUSB	478
FOXRED1_42689	FOXRED1	318
INSC_70840	INSC	117
DIDO1_30073	DIDO1	609
KRIT1_2476	KRIT1	220
HNRNPA1_8576	HNRNPA1	648
MMP16_11633	MMP16	361
CDK5RAP3_51048	CDK5RAP3	161
ZNF625_55544	ZNF625	172
L1CAM_10435	L1CAM	703
TMED7_37535	TMED7	134
NKX2-6_60504	NKX2-6	983
HLA-DQA2_8424	HLA-DQA2	270
NR4A2_12947	NR4A2	376
EPYC_5108	EPYC	461
RSG1_49175	RSG1	281
HECTD1_33844	HECTD1	308
DUSP27_56153	DUSP27	326
TRIM43B_74258	TRIM43B	329
SLPI_17732	SLPI	287
FOXA2_8545	FOXA2	599
TSNARE1_65028	TSNARE1	180
RAPGEF5_25918	RAPGEF5	525
UBAC2_68598	UBAC2	1128
DENND1A_46286	DENND1A	361
NANOS3_69473	NANOS3	299
TEX26_58446	TEX26	255
UGT1A6_40274	UGT1A6	190
PIGC_13939	PIGC	264
STARD3NL_52676	STARD3NL	1092
PLAG1_14085	PLAG1	637
MYL4_12075	MYL4	296
SNX33_66908	SNX33	653
UNC13C_72916	UNC13C	195
SCEL_23003	SCEL	555
STK31_44089	STK31	342
CASS4_44943	CASS4	303
CFAP46_40547	CFAP46	175
KCND3_10004	KCND3	248
ST6GAL1_17348	ST6GAL1	229
ANKHD1_40881	ANKHD1	258
ZNF720_58733	ZNF720	190
APEX1_913	APEX1	328
TMEM133_52688	TMEM133	416
BTF3_1919	BTF3	212
FBXW8_34863	FBXW8	99
PILRB_36987	PILRB	1190
LRRC6_33386	LRRC6	371
C7orf60_62911	C7orf60	578
PROB1_71354	PROB1	311
TSC2_19633	TSC2	1232
PSMF1_24993	PSMF1	532
ST3GAL5_23244	ST3GAL5	686
AK1_559	AK1	184
UEVLD_42230	UEVLD	596
EPHA5_5659	EPHA5	153
CRIPAK_68161	CRIPAK	402
CENPF_3042	CENPF	297
SDHC_17095	SDHC	165
CD3D_2556	CD3D	434
SMCO2_69308	SMCO2	392
GIPC3_59120	GIPC3	363
NARFL_47783	NARFL	302
EEF2K_36748	EEF2K	283
PLA2G4E_58647	PLA2G4E	221
LRRCC1_54939	LRRCC1	485
ATP10A_45263	ATP10A	348
OR56A5_71616	OR56A5	186
BMPER_64035	BMPER	379
ACOX1_155	ACOX1	618
MAN2A2_11075	MAN2A2	436
CALML4_56031	CALML4	657
C10orf10_30013	C10orf10	715
VWA2_69248	VWA2	406
DHTKD1_42603	DHTKD1	267
GAD2_6812	GAD2	286
GTF2E1_7935	GTF2E1	769
PROCR_28440	PROCR	856
ABHD1_54064	ABHD1	395
INA_23910	INA	330
PLSCR3_44892	PLSCR3	450
TRIM26_20747	TRIM26	229
REPIN1_36650	REPIN1	145
DRC7_53165	DRC7	236
ELAC1_42598	ELAC1	397
GGCX_7085	GGCX	63
ZSWIM6_46219	ZSWIM6	49
MYO1C_12095	MYO1C	263
RRP36_55078	RRP36	646
PLD1_14138	PLD1	27
TBC1D28_66453	TBC1D28	298
GOLGA7_37888	GOLGA7	133
ELF2_5507	ELF2	281
CEP19_54674	CEP19	92
HCN3_46139	HCN3	189
ZNF707_68348	ZNF707	859
SPNS1_52731	SPNS1	256
MORN5_66535	MORN5	194
SOX9_17990	SOX9	325
ZBED6_75766	ZBED6	375
LTF_10862	LTF	679
TACSTD2_10916	TACSTD2	397
ARHGEF2_24112	ARHGEF2	345
PLAC1_29089	PLAC1	614
NIPSNAP3A_34129	NIPSNAP3A	211
CLDND1_44320	CLDND1	336
TRAF3_19561	TRAF3	50
FBXO42_39954	FBXO42	432
SCAF8_30927	SCAF8	556
PM20D1_62079	PM20D1	504
GCA_33750	GCA	642
ATAD1_54405	ATAD1	433
SNX14_45334	SNX14	487
MAGEA2_11002	MAGEA2	783
ZNF341_54436	ZNF341	488
ADA_255	ADA	302
RBBP8NL_61071	RBBP8NL	114
CARD6_53996	CARD6	652
LAMA4_10472	LAMA4	572
TOPBP1_30033	TOPBP1	781
IRX4_37336	IRX4	461
SEMA3G_44583	SEMA3G	233
GPRASP2_57366	GPRASP2	214
CHERP_28368	CHERP	51
C19orf35_70347	C19orf35	774
TAP1_18698	TAP1	655
ZNF835_55491	ZNF835	416
TAF7L_39962	TAF7L	259
EVI5L_57542	EVI5L	255
ABCG2_24810	ABCG2	352
SRPK1_18224	SRPK1	392
RFXANK_22477	RFXANK	78
SERPINF2_14165	SERPINF2	995
SLC17A8_66212	SLC17A8	316
ZXDA_20914	ZXDA	644
LTBP2_10846	LTBP2	271
AP1S1_3324	AP1S1	149
GOLGA6L2_67465	GOLGA6L2	312
FAM3C_28112	FAM3C	198
NLN_45606	NLN	317
PGLYRP1_23550	PGLYRP1	137
NUDT21_29955	NUDT21	223
SUOX_18487	SUOX	273
ARL14EPL_73904	ARL14EPL	625
ZNF70_20589	ZNF70	71
ADAMTSL4_40103	ADAMTSL4	234
ENAH_43208	ENAH	234
TGIF1_19118	TGIF1	194
PRAC2_70222	PRAC2	819
LGALS16_61931	LGALS16	214
CSF2RB_4027	CSF2RB	824
CABLES1_55999	CABLES1	326
BBS5_59749	BBS5	308
TMCC2_26402	TMCC2	421
MED13_26600	MED13	158
RSF1_39477	RSF1	180
EHBP1_32381	EHBP1	716
ANKRD13A_55074	ANKRD13A	276
CD79B_2759	CD79B	168
MMP1_11587	MMP1	1209
CYB5R4_38019	CYB5R4	534
ADAM11_11265	ADAM11	352
RBM47_40089	RBM47	714
PIGR_13949	PIGR	36
PHLPP1_32187	PHLPP1	1159
SCP2D1_61025	SCP2D1	334
TERT_18990	TERT	341
PNP_12754	PNP	453
OR4B1_58197	OR4B1	313
MAP7D2_66806	MAP7D2	370
RPS19BP1_55892	RPS19BP1	498
PAWR_13319	PAWR	720
FZD3_21130	FZD3	412
ENTPD2_2683	ENTPD2	291
H2AFJ_43307	H2AFJ	288
ACBD4_49908	ACBD4	517
GRIN3A_57757	GRIN3A	108
APOBEC1_959	APOBEC1	380
REPS1_54740	REPS1	477
PMM1_14259	PMM1	191
DRAM1_42356	DRAM1	218
TMCC1_31487	TMCC1	375
KRTAP19-1_68620	KRTAP19-1	166
MGAT5B_61623	MGAT5B	1092
SRPR_18229	SRPR	453
IGDCC4_46342	IGDCC4	348
ZFP41_68363	ZFP41	497
LOXL1_10753	LOXL1	613
CDC42BPG_42670	CDC42BPG	507
FAM24B_64467	FAM24B	954
RBM24_65856	RBM24	75
WDFY1_45949	WDFY1	202
USP2_23864	USP2	463
B3GALNT1_22738	B3GALNT1	225
GSC2_7846	GSC2	297
TMPRSS6_63786	TMPRSS6	277
POTED_68541	POTED	801
CD1D_2542	CD1D	181
TRMT13_40044	TRMT13	808
CT47A3_74561	CT47A3	251
FXYD3_14181	FXYD3	183
PALLD_31485	PALLD	555
FREM3_63903	FREM3	200
NAALAD2_26695	NAALAD2	233
PRDM1_1733	PRDM1	239
PPP4R4_46325	PPP4R4	920
FGF11_6274	FGF11	716
ATAD2_36350	ATAD2	560
SOWAHC_48448	SOWAHC	428
NR2C1_19541	NR2C1	310
PCDH8_13405	PCDH8	454
DLC1_27942	DLC1	306
SOGA1_60929	SOGA1	830
CR1L_3837	CR1L	524
DHRS7C_64818	DHRS7C	257
PRLHR_7525	PRLHR	963
KREMEN2_49214	KREMEN2	63
MCCC1_44587	MCCC1	484
C22orf39_59651	C22orf39	341
GRIK1_7734	GRIK1	366
HTR1E_9026	HTR1E	290
SOX4_17983	SOX4	320
RASSF5_52251	RASSF5	404
MS4A3_2615	MS4A3	322
DEFB121_66162	DEFB121	590
JCHAIN_9345	JCHAIN	350
USP3_26571	USP3	198
KCNRG_67402	KCNRG	532
NFX1_12572	NFX1	236
PWWP2A_57280	PWWP2A	361
LASP1_10515	LASP1	289
WIBG_53419	WIBG	759
CCDC151_57598	CCDC151	567
GPR37L1_24395	GPR37L1	620
ZNF350_46804	ZNF350	736
SEC11C_55603	SEC11C	200
HOXD12_8777	HOXD12	348
MPZL3_64379	MPZL3	219
TCAIM_68119	TCAIM	618
NIPAL2_50028	NIPAL2	727
SRSF12_60350	SRSF12	810
RNF19B_59376	RNF19B	1366
ULK1_21862	ULK1	591
SPN_18078	SPN	366
RIC8B_41859	RIC8B	783
KLHL11_41812	KLHL11	274
CCT4_28548	CCT4	124
FOSB_6549	FOSB	414
ADAMTSL2_25726	ADAMTSL2	274
PRSS55_65039	PRSS55	741
RNF215_64692	RNF215	276
PCDH7_13402	PCDH7	393
FANCE_6037	FANCE	35
MADD_22347	MADD	458
KRT85_10423	KRT85	763
FAM43B_63737	FAM43B	190
DOK5_43477	DOK5	402
RNF130_43486	RNF130	538
CCDC173_59755	CCDC173	229
OR4N5_71787	OR4N5	317
KIAA0907_31127	KIAA0907	390
G6PC3_56279	G6PC3	94
HUNK_37065	HUNK	212
PDHB_13597	PDHB	1114
TMEM14E_74048	TMEM14E	619
DDOST_4627	DDOST	81
PPP2R3B_36155	PPP2R3B	491
MRPL4_37700	MRPL4	59
ZNF365_31135	ZNF365	116
GJB3_7170	GJB3	190
LRGUK_60440	LRGUK	225
PARN_13313	PARN	349
RWDD2A_56823	RWDD2A	230
TSC22D4_51839	TSC22D4	640
OR10A6_71619	OR10A6	237
LTBP3_10850	LTBP3	431
LRRN4_63772	LRRN4	348
CDC42EP3_28630	CDC42EP3	250
SOX12_18005	SOX12	339
BCL2L2-PABPN1_76099	BCL2L2-PABPN1	417
FXYD2_1362	FXYD2	899
TNNI3_19402	TNNI3	730
KRTAP5-11_72856	KRTAP5-11	29
ZNF256_27250	ZNF256	455
CHRNA10_44899	CHRNA10	268
TRIM52_54279	TRIM52	445
EFCAB14_26054	EFCAB14	257
RAB20_42907	RAB20	355
GPR107_46331	GPR107	550
FIGLA_69584	FIGLA	790
ERV3-1_5791	ERV3-1	684
SGCB_17242	SGCB	491
EPOR_5710	EPOR	675
IER3_23247	IER3	417
C19orf18_61819	C19orf18	209
CEP72_43154	CEP72	115
ATOH1_1324	ATOH1	214
PPT2_24648	PPT2	279
PAN3_66688	PAN3	150
EMC6_52135	EMC6	681
DNAH2_61649	DNAH2	148
GRWD1_52460	GRWD1	381
ZNF14_20485	ZNF14	526
NPM2_27845	NPM2	126
XAGE5_64194	XAGE5	556
PIDD1_42475	PIDD1	602
PNMAL1_42010	PNMAL1	1203
RUNDC1_61711	RUNDC1	466
QARS_15625	QARS	496
WDR86_70001	WDR86	235
ANKRD20A2_73118	ANKRD20A2	1033
EMC7_44442	EMC7	231
TUBGCP3_28045	TUBGCP3	204
HECTD2_61158	HECTD2	246
PLA2G2C_71914	PLA2G2C	379
TTC14_62529	TTC14	223
FSD1_49108	FSD1	188
KLHDC3_57654	KLHDC3	266
ZNF689_57497	ZNF689	717
PIGY_54697	PIGY	276
AR_1050	AR	513
SPANXD_47873	SPANXD	29
TMEM245_33497	TMEM245	206
APCS_903	APCS	249
CCL16_17004	CCL16	233
ROMO1_60993	ROMO1	19
NOTCH3_12736	NOTCH3	187
C3orf52_49575	C3orf52	162
BLCAP_29496	BLCAP	624
LPGAT1_26457	LPGAT1	393
VGLL3_71298	VGLL3	944
SFXN2_58101	SFXN2	52
LGALS9_10620	LGALS9	80
LCE2D_70086	LCE2D	1113
ADGRB3_1577	ADGRB3	514
RANBP1_15790	RANBP1	297
DCLRE1B_48198	DCLRE1B	323
FDXACB1_56046	FDXACB1	138
OR56B1_70833	OR56B1	706
SCGB2A2_11442	SCGB2A2	225
POTEA_69173	POTEA	1091
GABPB2_59192	GABPB2	496
TVP23A_75105	TVP23A	398
CHRNB2_3248	CHRNB2	294
TRIM77_71716	TRIM77	134
USP8_23871	USP8	705
LIPT1_39114	LIPT1	609
PCDHGA8_25692	PCDHGA8	458
GRIN2C_7767	GRIN2C	251
APAF1_872	APAF1	1171
UBE2N_19880	UBE2N	521
EID3_73400	EID3	242
C4orf36_60123	C4orf36	347
ALG2_54840	ALG2	663
RAD54B_33700	RAD54B	394
GPR82_35785	GPR82	1173
OR10A3_35056	OR10A3	601
KLHL15_51090	KLHL15	203
TRAF2_19558	TRAF2	58
FKTN_6175	FKTN	330
TNIP3_50393	TNIP3	1046
ARHGAP5_1136	ARHGAP5	533
TNRC6A_36023	TNRC6A	553
RAB42_57446	RAB42	223
STX16_22650	STX16	682
LMO3_43654	LMO3	485
TNFSF9_22868	TNFSF9	452
CCDC175_74970	CCDC175	497
NYNRIN_45719	NYNRIN	679
CDR2_2968	CDR2	361
NFU1_35873	NFU1	373
FNDC3A_31029	FNDC3A	159
RIN1_25355	RIN1	100
USP17L24_74655	USP17L24	303
GRIN2B_7764	GRIN2B	191
RBM11_39733	RBM11	691
DCDC5_75909	DCDC5	1070
ADIG_62218	ADIG	1050
CTAGE6_69144	CTAGE6	100
ZNF669_50175	ZNF669	238
CCNA1_23353	CCNA1	338
RNASEH1_66216	RNASEH1	248
TEX101_52304	TEX101	1533
MYF6_12020	MYF6	184
PPEF2_14506	PPEF2	447
CITED2_27873	CITED2	674
MRPL11_48337	MRPL11	529
HHIPL1_53598	HHIPL1	390
SHF_55517	SHF	305
ZNF808_71071	ZNF808	259
KLHL20_35887	KLHL20	60
BRD9_48528	BRD9	361
DRAP1_28593	DRAP1	237
PTBP1_15302	PTBP1	335
FMNL3_55703	FMNL3	537
HPCAL4_38770	HPCAL4	659
TRIP10_24481	TRIP10	540
ZNF768_49754	ZNF768	275
COG5_28177	COG5	183
MCCC2_47328	MCCC2	430
MDM4_11296	MDM4	187
PLEKHO1_38054	PLEKHO1	204
TSPAN6_19309	TSPAN6	274
APP_993	APP	530
ASPG_70297	ASPG	353
HSFY2_63276	HSFY2	428
AVEN_44973	AVEN	192
TRIM64C_74126	TRIM64C	840
FIBCD1_54512	FIBCD1	484
NLRX1_49586	NLRX1	459
SYT6_62007	SYT6	232
RHOF_40108	RHOF	530
PLD3_33407	PLD3	281
ENDOU_23379	ENDOU	933
CCL15_16997	CCL15	343
SLAMF1_17421	SLAMF1	289
SYT4_18587	SYT4	114
FBXL22_67499	FBXL22	470
KRTAP4-3_54769	KRTAP4-3	688
CEP55_41775	CEP55	222
OR1E1_21801	OR1E1	1167
C22orf31_33669	C22orf31	315
OR10J3_73211	OR10J3	438
GRINA_7776	GRINA	501
KCNH3_32758	KCNH3	263
FAM209B_71196	FAM209B	83
TYRP1_19804	TYRP1	928
FAM98A_34149	FAM98A	228
ADTRP_54252	ADTRP	451
VN1R4_68526	VN1R4	1142
CBWD3_73313	CBWD3	34
GOLGB1_7427	GOLGB1	168
TEX28_4300	TEX28	255
DNAH5_4881	DNAH5	217
PTCHD3_70252	PTCHD3	692
MEX3C_38498	MEX3C	559
LYZL4_59932	LYZL4	117
TG_19071	TG	87
KRT86_10425	KRT86	98
EPPK1_52176	EPPK1	382
GATM_6928	GATM	503
CHRNA10_44901	CHRNA10	456
JCHAIN_9348	JCHAIN	687
COMMD5_36326	COMMD5	351
CLLU1OS_73585	CLLU1OS	743
ODC1_12999	ODC1	488
FXYD3_14183	FXYD3	401
PITX1_14027	PITX1	427
STAC2_69420	STAC2	510
RASD2_33140	RASD2	352
FKBP4_6362	FKBP4	355
HOXA6_8652	HOXA6	499
APOL6_51410	APOL6	596
LRRC45_64868	LRRC45	699
CREM_3878	CREM	168
MFSD2B_71216	MFSD2B	422
CHURC1_55911	CHURC1	366
YY2_72669	YY2	501
ZNF140_20687	ZNF140	259
SPRYD3_54504	SPRYD3	665
SCIN_55023	SCIN	274
DHX29_40100	DHX29	406
ELK4_5531	ELK4	115
OGDH_13013	OGDH	231
SLC7A6OS_52978	SLC7A6OS	592
RFX6_66016	RFX6	555
SRP19_18207	SRP19	519
RFWD3_41758	RFWD3	212
RRAD_16631	RRAD	1002
UBA3_23663	UBA3	252
ACBD6_53477	ACBD6	608
ERCC6L_40669	ERCC6L	268
TNIP2_49028	TNIP2	119
GCAT_32873	GCAT	1345
STK40_52681	STK40	306
PRDM16_47245	PRDM16	1113
MYH13_22830	MYH13	321
KRTAP4-7_75451	KRTAP4-7	493
ERP29_29683	ERP29	1320
SBK1_70947	SBK1	58
TCTE1_65003	TCTE1	471
MNX1_8397	MNX1	427
ANKRD63_75366	ANKRD63	803
ZNF616_55396	ZNF616	332
GAL3ST3_55121	GAL3ST3	417
PRKAG1_14800	PRKAG1	97
CCL7_16979	CCL7	927
ACTR5_50340	ACTR5	570
HIST1H4C_21753	HIST1H4C	439
XRCC5_20379	XRCC5	280
TCEB3C_63562	TCEB3C	288
HTATSF1_36058	HTATSF1	349
RNF180_68254	RNF180	587
BEST3_61340	BEST3	157
GLYCTK_60027	GLYCTK	924
CALCR_2223	CALCR	524
UQCRB_20019	UQCRB	252
C8orf44-SGK3_76151	C8orf44-SGK3	832
BAHD1_31139	BAHD1	278
CDY2B_65132	CDY2B	357
RALYL_60544	RALYL	378
LRP11_54478	LRP11	691
GGA3_31922	GGA3	84
SLC4A8_25016	SLC4A8	1258
CES1_3045	CES1	414
HOXD8_8763	HOXD8	73
OR1L8_60636	OR1L8	526
DYNLRB2_52333	DYNLRB2	219
PATE4_72165	PATE4	1368
ARHGAP24_52165	ARHGAP24	839
OR10K2_71927	OR10K2	323
FAM129C_64589	FAM129C	423
CRYL1_37739	CRYL1	282
AHSG_545	AHSG	192
SLC16A7_24145	SLC16A7	655
MRPL1_48345	MRPL1	406
ZMPSTE24_27578	ZMPSTE24	311
OPRL1_13063	OPRL1	59
SPRN_73471	SPRN	1091
ASPDH_73566	ASPDH	179
KIAA1919_55982	KIAA1919	526
LAP3_37638	LAP3	331
NOL7_38706	NOL7	309
CDKL3_38291	CDKL3	49
BNC2_40583	BNC2	269
VPS11_43491	VPS11	768
MIA3_70432	MIA3	62
NCOA7_60324	NCOA7	479
GPR50_24302	GPR50	590
TPRKB_37494	TPRKB	99
OXNAD1_56114	OXNAD1	768
SAPCD1_72395	SAPCD1	204
ELMO1_26161	ELMO1	714
TDO2_18939	TDO2	461
PTPRF_15481	PTPRF	325
TP63_22484	TP63	802
HOXB8_8706	HOXB8	120
AP5M1_43228	AP5M1	258
PLA2G1B_14071	PLA2G1B	297
PACSIN3_36583	PACSIN3	980
ZNF727_73258	ZNF727	467
CTF1_4185	CTF1	406
SUCLG1_23028	SUCLG1	192
CCDC141_68019	CCDC141	165
TMEM231_49322	TMEM231	263
HSDL1_52370	HSDL1	350
DTYMK_5136	DTYMK	517
CCDC85C_68549	CCDC85C	77
PSTPIP1_23702	PSTPIP1	761
MMP2_11592	MMP2	195
CIT_30158	CIT	246
C7orf60_62912	C7orf60	141
TMEM110-MUSTN1_76031	TMEM110-MUSTN1	222
SLC35G2_51247	SLC35G2	497
WFDC1_46506	WFDC1	339
CSRNP1_47875	CSRNP1	784
SNPH_25851	SNPH	157
TRANK1_26292	TRANK1	136
CD300E_69398	CD300E	186
AMBP_712	AMBP	658
PEBP4_63002	PEBP4	108
RPS6KA2_16520	RPS6KA2	356
EIF1_27361	EIF1	193
RBBP8_15902	RBBP8	562
PCLO_36153	PCLO	156
YOD1_42507	YOD1	538
SMARCA5_22023	SMARCA5	530
PSG5_15119	PSG5	231
GNRH2_7399	GNRH2	67
PLA2G2C_71913	PLA2G2C	637
FBXO6_34900	FBXO6	157
GDNF_7051	GDNF	210
STAP1_34783	STAP1	853
FSCN3_37020	FSCN3	92
C8G_2032	C8G	307
DBF4_29570	DBF4	144
ZNF233_70168	ZNF233	222
PCSK2_13462	PCSK2	304
RNF24_30561	RNF24	362
PPEF2_14505	PPEF2	144
AP1S2_23362	AP1S2	94
SH2D5_72263	SH2D5	657
RGP1_26107	RGP1	257
YPEL2_71020	YPEL2	596
MED10_53205	MED10	394
C1orf116_48944	C1orf116	384
PAWR_13317	PAWR	395
PAK6_44596	PAK6	132
TBATA_65383	TBATA	722
NEURL1_24025	NEURL1	88
ARL6IP4_38519	ARL6IP4	409
TMEM205_70361	TMEM205	41
SPINK14_72722	SPINK14	322
ANKRD13A_55072	ANKRD13A	197
