sgRNA	Gene	Clip2_3_NE_GFP_low_BC14_IGO_09496_6_S6
USP34_25794	USP34	13
ZNF534_61801	ZNF534	100
CCDC58_59905	CCDC58	60
INCA1_70975	INCA1	175
IFT22_48077	IFT22	50
HDAC11_50255	HDAC11	19
PARVG_47366	PARVG	90
ZSCAN16_51193	ZSCAN16	25
FKBP2_6356	FKBP2	45
P4HB_13218	P4HB	16
PTPRQ_70292	PTPRQ	45
WFDC13_63764	WFDC13	58
FAM161B_61430	FAM161B	53
KIAA1147_45247	KIAA1147	39
ACAD8_35443	ACAD8	96
EEF2K_36747	EEF2K	65
OPRM1_13065	OPRM1	58
MYO16_31501	MYO16	191
STARD10_29237	STARD10	10
SLC26A11_67662	SLC26A11	89
THRA_19165	THRA	81
COX5B_3708	COX5B	27
DDX41_38737	DDX41	41
SRRD_72537	SRRD	40
ZKSCAN8_20789	ZKSCAN8	95
KIAA1549L_33644	KIAA1549L	54
ARMS2_70824	ARMS2	33
CEPT1_27922	CEPT1	17
3-Mar_57422	3-Mar	29
APLP2_939	APLP2	28
IL20_37248	IL20	28
PPP2R2C_14629	PPP2R2C	29
RDH16_22428	RDH16	69
HIST1H2BB_8128	HIST1H2BB	18
CBS_2449	CBS	47
TNRC6C_46230	TNRC6C	37
FSD1L_52537	FSD1L	131
ZNF621_68091	ZNF621	102
SPRR2D_18114	SPRR2D	114
CCNB2_23970	CCNB2	55
SCGN_28597	SCGN	32
PTEN_15315	PTEN	36
H2AFJ_43310	H2AFJ	49
TRAPPC13_50577	TRAPPC13	39
CXorf38_63264	CXorf38	46
PROX2_67414	PROX2	19
PPFIA4_22098	PPFIA4	140
MT1M_11830	MT1M	27
F11_5977	F11	59
CASP6_2349	CASP6	33
LRRC30_68900	LRRC30	87
GFRA3_7084	GFRA3	42
HIAT1_47867	HIAT1	73
PRKAB1_14769	PRKAB1	32
SUPT6H_18502	SUPT6H	26
KDM4A_25595	KDM4A	48
DLD_4800	DLD	13
TRPC5OS_75762	TRPC5OS	69
PTGES2_50768	PTGES2	12
SLC8A2_17572	SLC8A2	44
ZFP92_60746	ZFP92	85
FXR2_25058	FXR2	35
SLCO1B3_36170	SLCO1B3	92
IFITM10_72586	IFITM10	30
ADGRF3_63810	ADGRF3	57
CERS6_66349	CERS6	51
NPBWR1_7513	NPBWR1	57
OR14A16_67914	OR14A16	31
PAPLN_55243	PAPLN	33
RBM12B_71452	RBM12B	77
GPI_7475	GPI	66
MIPEP_11503	MIPEP	18
SF3B3_32836	SF3B3	21
NR1H2_20002	NR1H2	17
CENPH_48279	CENPH	14
KIAA1598_46258	KIAA1598	33
TAX1BP3_37158	TAX1BP3	43
WDR41_42102	WDR41	60
SEMA4F_28316	SEMA4F	29
CDKN2C_2945	CDKN2C	75
LMF1_48068	LMF1	39
ARG2_1103	ARG2	54
BEST1_20178	BEST1	50
LOC79999_50558	LOC79999	73
CDKL2_23570	CDKL2	124
PTPRG_15485	PTPRG	39
ZNF195_20800	ZNF195	100
EFCAB11_55325	EFCAB11	48
IP6K1_26039	IP6K1	29
PLCD3_56917	PLCD3	69
ADNP2_30997	ADNP2	17
SNCA_17845	SNCA	43
TAS2R60_68731	TAS2R60	24
CDHR5_39668	CDHR5	59
GATA1_6908	GATA1	83
TSTD3_75327	TSTD3	227
ETNK2_41991	ETNK2	38
ACVR1C_59806	ACVR1C	64
NIPAL1_62679	NIPAL1	31
UQCC1_42060	UQCC1	37
SYT13_45935	SYT13	68
KANK1_32013	KANK1	65
KCNN2_10106	KCNN2	34
SLC7A10_44221	SLC7A10	26
SELM_60849	SELM	50
LYZL4_59931	LYZL4	97
ABCC6_1056	ABCC6	37
LAMB1_10479	LAMB1	25
RBM8A_26504	RBM8A	32
C19orf52_55540	C19orf52	4
RUNX3_2413	RUNX3	46
OLFM3_58012	OLFM3	36
TAF10_18667	TAF10	26
ZNF740_67315	ZNF740	52
FAM81B_62816	FAM81B	67
ZNF566_54497	ZNF566	11
RNASEH1_66216	RNASEH1	34
SLC5A3_17506	SLC5A3	80
SLC52A1_41459	SLC52A1	64
RNASE6_16191	RNASE6	93
CRYZL1_26528	CRYZL1	37
RBMY1F_63277	RBMY1F	47
NT5DC1_65738	NT5DC1	8
FBXL22_67498	FBXL22	59
ZNF510_31054	ZNF510	51
HUNK_37064	HUNK	32
ZHX3_31586	ZHX3	44
EXOC7_32282	EXOC7	35
SEMA3E_25741	SEMA3E	43
ARHGAP17_41611	ARHGAP17	56
COL23A1_55868	COL23A1	46
TCP11L2_66614	TCP11L2	73
SPATA31A1_74172	SPATA31A1	132
MFAP4_11405	MFAP4	78
RNFT2_54421	RNFT2	169
FARP1_27206	FARP1	40
CCT3_19582	CCT3	6
KIAA0101_25912	KIAA0101	31
RPL39_16446	RPL39	5
ZNF408_49968	ZNF408	8
CHCHD5_53287	CHCHD5	51
ARRB2_1189	ARRB2	41
OR5AR1_65300	OR5AR1	80
CYB5RL_73607	CYB5RL	55
DDX5_4642	DDX5	42
CCDC51_49722	CCDC51	19
LASP1_10515	LASP1	67
UGT1A7_40270	UGT1A7	53
RBP7_57731	RBP7	12
DAW1_63799	DAW1	45
SCN4A_16894	SCN4A	132
LRRC4B_56645	LRRC4B	42
NPHP1_12773	NPHP1	59
PRSS2_15043	PRSS2	51
REXO2_34291	REXO2	64
NUAK2_51898	NUAK2	83
CLCC1_31898	CLCC1	42
FAM212A_71283	FAM212A	34
SIVA1_28535	SIVA1	19
ZNF317_46241	ZNF317	56
GRXCR1_71336	GRXCR1	53
RRAGA_28871	RRAGA	32
ARNTL2_44639	ARNTL2	19
FBXO9_34893	FBXO9	35
ARIH1_33803	ARIH1	31
MOB3A_59110	MOB3A	77
RASGRP3_33693	RASGRP3	15
SLC17A1_17655	SLC17A1	103
DPCR1_60365	DPCR1	21
SAT2_56803	SAT2	67
TOMM20_26028	TOMM20	14
MAP4K3_22077	MAP4K3	30
TEX36_70828	TEX36	103
UNC13D_64880	UNC13D	35
OR51E2_51534	OR51E2	62
MRPS18C_37568	MRPS18C	61
KDM7A_51440	KDM7A	55
CDC34_2822	CDC34	48
PHRF1_46154	PHRF1	21
MURC_69799	MURC	32
ANKRD30A_55727	ANKRD30A	40
EXO1_24050	EXO1	11
NBEAL1_48389	NBEAL1	45
UBE2K_8345	UBE2K	52
TYK2_19781	TYK2	47
HSPBAP1_49557	HSPBAP1	93
LRRC8A_44186	LRRC8A	60
PAX7_13347	PAX7	105
FAM129B_48183	FAM129B	24
ADCYAP1_311	ADCYAP1	23
HSPA14_38063	HSPA14	63
PLCD1_14123	PLCD1	50
OR8J3_51524	OR8J3	80
ZNF510_31052	ZNF510	21
DGAT2L6_69840	DGAT2L6	59
CLVS1_63065	CLVS1	65
NKX6-2_53699	NKX6-2	20
SNRNP70_17857	SNRNP70	25
EPAS1_5619	EPAS1	147
TOPAZ1_70477	TOPAZ1	33
SMN1_17781	SMN1	26
DLEU7_65561	DLEU7	37
C20orf96_60873	C20orf96	95
ARL17B_75873	ARL17B	26
NDE1_40666	NDE1	25
LGR5_22289	LGR5	96
MLXIPL_37744	MLXIPL	17
ANXA8L1_74573	ANXA8L1	51
DUSP21_47106	DUSP21	73
OGDHL_43258	OGDHL	38
PDCD1_13486	PDCD1	10
MOGS_20978	MOGS	13
SPINT3_29261	SPINT3	22
PREX1_45917	PREX1	79
CETN2_3055	CETN2	30
HEG1_45626	HEG1	68
OXSR1_26517	OXSR1	46
NDUFA5_12283	NDUFA5	23
SPATA31A6_71462	SPATA31A6	6
HDAC11_50257	HDAC11	28
NAV3_55126	NAV3	62
CASC10_72122	CASC10	23
ACO1_143	ACO1	81
FCRL1_57468	FCRL1	89
OR2H2_21099	OR2H2	37
C16orf93_55641	C16orf93	109
CAPN2_2291	CAPN2	57
NRXN1_24663	NRXN1	27
RRM1_16646	RRM1	4
CCDC117_62296	CCDC117	77
MPG_11695	MPG	33
SF3B2_29786	SF3B2	3
ZIC5_54903	ZIC5	140
FAM166B_75044	FAM166B	49
SNTG1_39833	SNTG1	76
NDUFA7_12289	NDUFA7	11
PLVAP_52185	PLVAP	137
FRA10AC1_58095	FRA10AC1	112
CDKN1B_2932	CDKN1B	37
HUS1_9066	HUS1	30
GPR52_24415	GPR52	54
CCNJL_49400	CCNJL	52
GSTM3_7900	GSTM3	93
VPS45_30719	VPS45	47
FUT6_6661	FUT6	94
EFNA5_5349	EFNA5	36
SLC25A1_17686	SLC25A1	8
TAS2R46_66999	TAS2R46	63
STX6_27435	STX6	41
ULBP2_51143	ULBP2	29
PVALB_15552	PVALB	50
TCERG1L_66781	TCERG1L	33
THEG5_75976	THEG5	58
TRIM39_44339	TRIM39	23
RCN1_15951	RCN1	34
PIK3C2B_13957	PIK3C2B	100
ULK1_21861	ULK1	45
NEU1_12461	NEU1	48
TMEM213_62949	TMEM213	45
CNTN1_3544	CNTN1	75
TAC1_18597	TAC1	85
GOLPH3_47320	GOLPH3	31
CKAP2_35205	CKAP2	80
ERMN_45551	ERMN	59
PPP2R2A_14624	PPP2R2A	142
OSGIN1_36871	OSGIN1	34
HAUS2_41696	HAUS2	8
PLXNB3_14238	PLXNB3	114
TG_19071	TG	52
SPANXN1_73418	SPANXN1	25
RBMY1E_70634	RBMY1E	40
OR1L3_35282	OR1L3	51
NUDT18_50222	NUDT18	55
RPS4X_16497	RPS4X	5
POLE4_44334	POLE4	19
PTMS_15402	PTMS	14
AXL_1539	AXL	99
MKNK1_22354	MKNK1	32
UGT1A4_40356	UGT1A4	68
GPR31_7590	GPR31	19
LRBA_2785	LRBA	84
ACOT13_43588	ACOT13	53
CNIH4_36461	CNIH4	125
H1F0_8082	H1F0	23
HIST1H3A_21700	HIST1H3A	22
LRRC69_75312	LRRC69	11
CYP2A6_4345	CYP2A6	51
TBC1D29_34521	TBC1D29	47
COMMD9_36470	COMMD9	43
GRIFIN_72576	GRIFIN	57
PPTC7_63363	PPTC7	46
ZNF662_71276	ZNF662	118
CLDN25_73942	CLDN25	31
MKRN3_20653	MKRN3	77
FOXE1_6415	FOXE1	31
GPR61_52569	GPR61	25
CD63_2731	CD63	105
BCL2L11_26751	BCL2L11	20
B3GNT9_54149	B3GNT9	49
IFNA17_9246	IFNA17	39
TMEM131_32973	TMEM131	20
MKI67_11516	MKI67	18
PCDHB5_34712	PCDHB5	39
NAT8L_69076	NAT8L	77
TCF4_18815	TCF4	47
CD83_24433	CD83	33
HSFX2_75254	HSFX2	59
PIGH_13945	PIGH	72
KATNA1_30135	KATNA1	59
HSD17B4_8897	HSD17B4	73
EGFL8_51456	EGFL8	59
KRT39_71855	KRT39	59
ARL6IP4_38520	ARL6IP4	102
SPINT2_28807	SPINT2	51
COPS2_24468	COPS2	9
SLC35F5_51005	SLC35F5	30
WWP1_29980	WWP1	96
FGF20_34939	FGF20	95
FAM89B_33347	FAM89B	67
TNRC18_53882	TNRC18	46
C17orf85_42493	C17orf85	22
C9orf57_60566	C9orf57	28
SSX3_27381	SSX3	53
TTC37_25496	TTC37	23
MBD5_43339	MBD5	32
TMEM116_55231	TMEM116	53
DDIAS_65539	DDIAS	32
DEFB104B_73481	DEFB104B	17
ZBTB45_54348	ZBTB45	19
SNCAIP_25407	SNCAIP	128
MTHFS_28589	MTHFS	94
TRAPPC6A_48917	TRAPPC6A	73
SSTR5_18298	SSTR5	38
PARVA_43215	PARVA	74
UGT1A8_40265	UGT1A8	41
ENDOG_5583	ENDOG	46
MED6_26688	MED6	111
TRIP6_19590	TRIP6	31
MEF2BNB_75021	MEF2BNB	46
SLC30A8_64045	SLC30A8	168
FLRT2_33553	FLRT2	29
RBM26_47273	RBM26	18
CHCHD5_53289	CHCHD5	87
RPL35_30522	RPL35	5
CCZ1B_65934	CCZ1B	82
ZDHHC21_69179	ZDHHC21	50
ZDHHC5_34090	ZDHHC5	58
TMEM98_34367	TMEM98	16
TSPAN14_51807	TSPAN14	32
MED22_18527	MED22	23
PCDHB3_43991	PCDHB3	12
LHFPL5_66045	LHFPL5	85
HES3_71895	HES3	49
GPR45_30596	GPR45	18
TLR5_19291	TLR5	27
C4orf36_60124	C4orf36	113
BCDIN3D_61296	BCDIN3D	4
CSN2_4058	CSN2	71
PLEKHA5_40034	PLEKHA5	152
OR51L1_58167	OR51L1	43
SYT7_23749	SYT7	43
TEX29_58436	TEX29	18
SMURF2_47944	SMURF2	47
PRKACB_14782	PRKACB	9
CACTIN_46631	CACTIN	22
OVGP1_13151	OVGP1	34
TMEM130_66065	TMEM130	37
TMEM161A_41027	TMEM161A	48
LIN28A_49766	LIN28A	36
SLC25A4_812	SLC25A4	16
TCF21_18869	TCF21	40
ABAT_40	ABAT	50
TMEM55A_42614	TMEM55A	85
THUMPD2_51296	THUMPD2	126
SPON2_28009	SPON2	98
MEI4_76377	MEI4	52
ATPAF1_47961	ATPAF1	34
ZNF764_56286	ZNF764	33
OR6C76_71762	OR6C76	56
SEC14L5_25719	SEC14L5	95
ASB13_49858	ASB13	48
LAX1_40939	LAX1	119
SLC44A4_51274	SLC44A4	143
FGF7_6259	FGF7	39
NICN1_53318	NICN1	142
ABHD3_64316	ABHD3	47
MMS22L_66333	MMS22L	5
CCDC115_53465	CCDC115	12
HSF2BP_30049	HSF2BP	59
HOXA5_8646	HOXA5	74
C8orf58_73506	C8orf58	41
TMEM52_68960	TMEM52	51
C1QTNF9B_70900	C1QTNF9B	25
IVL_9889	IVL	83
POLR3D_1819	POLR3D	6
LIMD1_23554	LIMD1	46
IL17A_9539	IL17A	37
C20orf202_72291	C20orf202	42
FAM105A_40055	FAM105A	50
AMER2_65204	AMER2	70
KCTD16_45731	KCTD16	46
DBI_4548	DBI	41
FAM151A_68694	FAM151A	54
MRGPRE_57799	MRGPRE	65
PRR15_65953	PRR15	51
LETM2_60535	LETM2	85
IST1_26015	IST1	88
DYNLL2_60955	DYNLL2	14
AP1M1_23372	AP1M1	77
C19orf35_70347	C19orf35	79
INPP4A_9628	INPP4A	50
OR6X1_71731	OR6X1	44
OCM_74423	OCM	29
FAM131C_69954	FAM131C	46
RPL17_16356	RPL17	15
AGO3_64341	AGO3	94
SLC19A2_28491	SLC19A2	62
GAGE12C_74915	GAGE12C	71
HDGF_8273	HDGF	68
DEFB126_51826	DEFB126	62
PGAM2_13791	PGAM2	87
CTAGE1_47891	CTAGE1	53
GEMIN2_22075	GEMIN2	16
KIFAP3_31238	KIFAP3	56
MPRIP_31925	MPRIP	27
LOC100129083_75178	LOC100129083	9
JMJD1C_65664	JMJD1C	62
VPS13D_41857	VPS13D	24
ANKRD9_58466	ANKRD9	79
NPY2R_12821	NPY2R	44
ADCK3_44813	ADCK3	63
SFTPA2_74857	SFTPA2	10
NPAS2_12764	NPAS2	26
ABHD2_29978	ABHD2	48
LRTOMT_65550	LRTOMT	15
SLMO1_28795	SLMO1	103
PMEPA1_44635	PMEPA1	82
C14orf177_67430	C14orf177	84
AVP_1524	AVP	78
USP12_65211	USP12	14
ZEB2_26143	ZEB2	57
PKIB_14795	PKIB	75
GRM5_7801	GRM5	99
CCR5_3456	CCR5	88
PCDHGA8_25692	PCDHGA8	64
CA11_2130	CA11	43
C1orf162_59509	C1orf162	95
TAC3_18608	TAC3	4
ELSPBP1_47367	ELSPBP1	52
TMEM194A_32400	TMEM194A	76
INTS1_34719	INTS1	7
NPM2_27845	NPM2	26
TCEB3C_63563	TCEB3C	75
LGALS16_61931	LGALS16	85
LY6G5C_51287	LY6G5C	38
MYH3_12029	MYH3	22
DBN1_4550	DBN1	43
ATRAID_38634	ATRAID	29
BCL6_1654	BCL6	87
MEF2D_11326	MEF2D	95
OR4K13_71778	OR4K13	43
FRRS1_71917	FRRS1	44
COA6_71183	COA6	8
PAXBP1_56693	PAXBP1	78
GCM2_24298	GCM2	44
ATP5S_35588	ATP5S	74
SAE1_26853	SAE1	47
WWP1_29982	WWP1	6
FAM177B_72281	FAM177B	37
DCAF4L2_60537	DCAF4L2	106
HEBP1_37450	HEBP1	34
RCAN1_5081	RCAN1	36
CXCL9_11496	CXCL9	27
UNC119_23844	UNC119	19
IRF6_9719	IRF6	21
SPIN2A_39993	SPIN2A	46
ATP1B1_1352	ATP1B1	69
STARD6_61762	STARD6	54
ATG16L2_55165	ATG16L2	62
FUS_6639	FUS	45
LLPH_53392	LLPH	119
TNP2_19422	TNP2	49
PRH1_14746	PRH1	67
BCL7C_24372	BCL7C	62
TBC1D31_56553	TBC1D31	60
ANP32E_51783	ANP32E	8
MEGF6_5377	MEGF6	66
TIMP2_19207	TIMP2	13
CXorf51B_75471	CXorf51B	96
ZNF92_63992	ZNF92	35
PATE3_75531	PATE3	65
SMG7_26316	SMG7	15
NCL_12256	NCL	6
ZNF816-ZNF321P_76119	ZNF816-ZNF321P	28
PCDHGA4_43931	PCDHGA4	23
ZNF461_56174	ZNF461	101
C1orf123_41237	C1orf123	47
NUP153_26610	NUP153	10
LRRC74B_72299	LRRC74B	38
SMAP2_47926	SMAP2	54
THNSL1_50298	THNSL1	18
ZEB2_26144	ZEB2	38
TRIM69_60908	TRIM69	43
IPO5_10294	IPO5	27
DIP2B_46008	DIP2B	23
MTMR10_40921	MTMR10	34
OR3A3_21815	OR3A3	27
URM1_51759	URM1	1
HSPB7_35641	HSPB7	104
MRPL50_40164	MRPL50	14
LPIN1_31969	LPIN1	49
PAM16_37577	PAM16	11
PHYHD1_66458	PHYHD1	30
PBX3_13366	PBX3	72
CAMTA2_31796	CAMTA2	60
ZNF426_48910	ZNF426	56
NDUFB10_12351	NDUFB10	72
NIPSNAP1_22141	NIPSNAP1	48
RING1_16156	RING1	38
OR2T33_71967	OR2T33	39
SYT14_66681	SYT14	149
S100A10_16752	S100A10	38
PKIB_14793	PKIB	45
B3GNT6_64325	B3GNT6	81
OR51G2_51528	OR51G2	32
ACER1_58990	ACER1	39
PHKA1_13863	PHKA1	109
CISH_3285	CISH	28
LRRC52_72994	LRRC52	25
VAV2_20093	VAV2	105
LGALS2_10596	LGALS2	39
SLC15A1_17640	SLC15A1	77
TMEM108_48593	TMEM108	55
POU2F1_14444	POU2F1	76
TP53TG3C_74347	TP53TG3C	10
NLRP13_59057	NLRP13	35
HOXD13_8782	HOXD13	70
DPEP1_4982	DPEP1	70
ABCA7_27823	ABCA7	25
RAB3B_15649	RAB3B	42
MCHR2_53770	MCHR2	40
CRYGN_62959	CRYGN	21
CCDC155_61883	CCDC155	60
HEMGN_42462	HEMGN	76
ZP4_46461	ZP4	81
PRSS36_61610	PRSS36	110
STAR_18337	STAR	157
MIS12_48682	MIS12	25
DLK1_22976	DLK1	12
BMP6_1791	BMP6	53
TBC1D20_59581	TBC1D20	28
ANO10_41655	ANO10	17
LOC101927572_76342	LOC101927572	35
GTF3C5_24498	GTF3C5	24
XRCC4_20375	XRCC4	11
BCLAF1_25928	BCLAF1	28
USP10_23867	USP10	69
CCDC144A_25729	CCDC144A	33
INHBB_9606	INHBB	53
CSF3_4030	CSF3	42
PLK3_3507	PLK3	40
GLYATL2_65487	GLYATL2	92
ZNF644_52998	ZNF644	11
MRPL23_16382	MRPL23	13
SYNE3_63397	SYNE3	62
IFNB1_9262	IFNB1	62
MEF2D_11328	MEF2D	36
BLVRB_1757	BLVRB	30
FOXP2_56621	FOXP2	35
BLOC1S1_6993	BLOC1S1	42
DYNC1H1_4918	DYNC1H1	10
ATPAF2_55925	ATPAF2	42
RHOT2_55247	RHOT2	35
OR1J1_69781	OR1J1	71
TMEM169_56315	TMEM169	50
SSC4D_60456	SSC4D	27
BET1L_38317	BET1L	40
FGF13_6282	FGF13	30
ZMYM3_24170	ZMYM3	38
PRB1_14706	PRB1	1
DNAJB5_33812	DNAJB5	88
FAM134A_48977	FAM134A	37
CNTN2_18730	CNTN2	16
METTL15_64373	METTL15	32
USB1_49518	USB1	33
CLEC2L_62916	CLEC2L	29
CXorf49B_75466	CXorf49B	32
ABL2_75	ABL2	40
P2RY11_13209	P2RY11	53
TRAF5_19565	TRAF5	33
PLA2G15_33439	PLA2G15	78
DEFB115_66149	DEFB115	46
EN1_5576	EN1	41
M1AP_59898	M1AP	72
MFGE8_11412	MFGE8	62
TLR9_39779	TLR9	48
FCER1G_6137	FCER1G	55
NOXO1_58695	NOXO1	12
METTL3_44233	METTL3	56
PCDHGB4_22530	PCDHGB4	44
METTL17_47928	METTL17	17
TEFM_49797	TEFM	24
CD53_2720	CD53	142
AKAP8L_35360	AKAP8L	49
EFNA4_5347	EFNA4	63
ST3GAL2_17356	ST3GAL2	31
NDRG4_48350	NDRG4	70
F8A2_73367	F8A2	51
MYO5A_12105	MYO5A	13
UNC5B_65349	UNC5B	57
MRPS2_37861	MRPS2	15
CDKN3_2956	CDKN3	34
SUPT20HL1_75266	SUPT20HL1	87
SCG3_36496	SCG3	104
KLK8_30470	KLK8	52
RPE65_16293	RPE65	32
RIMKLA_67976	RIMKLA	31
GRIN2B_7763	GRIN2B	21
NFKB2_12541	NFKB2	91
CCNJ_40319	CCNJ	38
SLC4A11_52719	SLC4A11	71
MPPE1_48484	MPPE1	71
SLC5A5_17516	SLC5A5	24
ZNF667_47181	ZNF667	214
ZSCAN23_66055	ZSCAN23	120
IRX5_27563	IRX5	65
CPSF6_29960	CPSF6	33
PKNOX1_14059	PKNOX1	40
EPS8_5719	EPS8	16
OR4S2_65238	OR4S2	91
CCDC175_74968	CCDC175	124
ARHGEF3_37307	ARHGEF3	36
OR1I1_59136	OR1I1	26
PCDH12_38393	PCDH12	32
PROP1_14996	PROP1	147
LRRC73_65796	LRRC73	47
TCAF1_25833	TCAF1	10
ZCCHC9_53194	ZCCHC9	27
CD2_2550	CD2	41
PPP6R1_31055	PPP6R1	68
C20orf203_67989	C20orf203	65
BAG3_25122	BAG3	78
AANAT_29	AANAT	80
OLFML2B_34039	OLFML2B	182
CCR6_3457	CCR6	86
F2R_5942	F2R	70
DPF1_21386	DPF1	20
RFNG_16050	RFNG	38
NMRK2_35814	NMRK2	56
SLC26A10_48355	SLC26A10	24
ADIPOR1_37775	ADIPOR1	41
CLINT1_25608	CLINT1	25
LANCL3_69809	LANCL3	98
MX1_11956	MX1	85
MEAF6_48002	MEAF6	17
FAM83A_54676	FAM83A	28
AQP6_1038	AQP6	72
RELT_54609	RELT	56
SASH1_32473	SASH1	72
ADRB1_424	ADRB1	40
IFT57_41507	IFT57	80
HHIP_47707	HHIP	31
PPIL3_39700	PPIL3	50
FAM71E1_56829	FAM71E1	36
AASDH_60114	AASDH	39
HOMEZ_45965	HOMEZ	68
TINF2_34923	TINF2	29
UBE2D2_19841	UBE2D2	45
PPP6R3_42226	PPP6R3	22
ZNF391_69727	ZNF391	75
BMP6_1792	BMP6	65
OR6C74_66504	OR6C74	78
TMEM117_53124	TMEM117	152
ACOX3_21559	ACOX3	28
PMFBP1_52121	PMFBP1	79
SGSH_17263	SGSH	25
SLFN5_63511	SLFN5	40
RNASEH1_66214	RNASEH1	15
THEGL_75901	THEGL	66
C16orf78_58683	C16orf78	24
ACSF2_50949	ACSF2	29
NOC3L_47614	NOC3L	90
USH1G_58780	USH1G	48
SLC2A7_62976	SLC2A7	42
CBX2_54124	CBX2	65
C1orf61_28249	C1orf61	78
CABP2_38842	CABP2	40
ASXL2_42089	ASXL2	77
EMC1_31624	EMC1	73
TRIM44_40529	TRIM44	56
CRISP1_479	CRISP1	36
IGFL1_70388	IGFL1	137
ANKRD34C_71824	ANKRD34C	111
TUBB_65029	TUBB	13
REEP3_65657	REEP3	39
STX12_33454	STX12	50
CDH1_2829	CDH1	80
GNGT1_7384	GNGT1	103
PLAC9_65213	PLAC9	37
CASC10_72123	CASC10	31
OR4X2_58195	OR4X2	146
PGBD1_53785	PGBD1	37
BSCL2_35196	BSCL2	62
HDAC4_25879	HDAC4	80
EHMT1_50022	EHMT1	71
FAM169B_67494	FAM169B	49
CPB2_3779	CPB2	167
C10orf62_72753	C10orf62	125
PROM1_23169	PROM1	54
CTSD_4244	CTSD	48
PLD1_14138	PLD1	10
PSMG3_53259	PSMG3	15
LRTOMT_65549	LRTOMT	65
COG1_24678	COG1	48
ALDH3A1_610	ALDH3A1	69
NPTX1_12812	NPTX1	33
S1PR3_5275	S1PR3	79
PHF8_31824	PHF8	54
DNM3_34461	DNM3	96
ADSSL1_58494	ADSSL1	68
COPS5_29766	COPS5	87
MRPS14_47167	MRPS14	5
WISP1_23164	WISP1	169
SNX29_56095	SNX29	17
HIST1H1D_8092	HIST1H1D	78
FSTL5_44456	FSTL5	57
CUEDC1_72654	CUEDC1	40
SRCIN1_51258	SRCIN1	69
ATP6V1E2_55473	ATP6V1E2	31
BCAN_47047	BCAN	65
FRS3_29263	FRS3	85
DNAJC22_50479	DNAJC22	69
RFT1_56039	RFT1	101
ATP5C1_1415	ATP5C1	14
GNG4_7363	GNG4	114
TBC1D10A_52571	TBC1D10A	37
PDE6C_13534	PDE6C	31
C4B_1990	C4B	43
DRC7_53163	DRC7	60
PRMT7_40072	PRMT7	23
ZNF671_50277	ZNF671	14
HRH4_46782	HRH4	77
STK33_48516	STK33	76
ABCD2_638	ABCD2	42
KLHDC3_57654	KLHDC3	42
C1QTNF3_57336	C1QTNF3	44
TOMM7_40200	TOMM7	89
ZW10_24118	ZW10	76
HLX_8470	HLX	59
CRB3_56230	CRB3	78
BACE1_33338	BACE1	28
CDH10_2867	CDH10	74
ADGRL2_32286	ADGRL2	60
CTHRC1_57589	CTHRC1	61
PNPLA4_21445	PNPLA4	54
MATK_11151	MATK	23
OSGIN2_2035	OSGIN2	81
EFCAB2_53362	EFCAB2	38
AFMID_58903	AFMID	76
PCDHB3_43993	PCDHB3	28
GFM1_55021	GFM1	87
HIST1H2AH_54752	HIST1H2AH	149
MS4A4A_38548	MS4A4A	37
TMEM208_36474	TMEM208	38
GPATCH8_31818	GPATCH8	25
TMEM132C_56192	TMEM132C	32
SRRT_39096	SRRT	38
HNF1B_18828	HNF1B	87
ACOT11_34382	ACOT11	46
WDR83OS_38691	WDR83OS	74
SLC39A7_21092	SLC39A7	69
ZNF891_76303	ZNF891	57
FIBP_24054	FIBP	30
TPM4_19507	TPM4	52
PBLD_47316	PBLD	88
GJB5_7176	GJB5	35
MZB1_38212	MZB1	66
IPO11_38100	IPO11	14
MS4A10_69288	MS4A10	52
PNN_14312	PNN	17
SOHLH2_41061	SOHLH2	24
MAP3K11_11544	MAP3K11	75
FLYWCH1_53241	FLYWCH1	23
XPNPEP2_20356	XPNPEP2	75
MRPS15_48294	MRPS15	15
CPNE2_65720	CPNE2	25
KCNK5_22548	KCNK5	53
SHROOM1_60287	SHROOM1	33
SDR16C5_64355	SDR16C5	115
LGALS8_10613	LGALS8	83
GRAP2_24728	GRAP2	86
HES4_46406	HES4	24
SPATA8_61507	SPATA8	59
ANKRD34B_69095	ANKRD34B	75
ADAM9_22891	ADAM9	38
PSMA1_15141	PSMA1	18
PTX3_15534	PTX3	73
SLC8A2_17570	SLC8A2	94
MCOLN2_66582	MCOLN2	80
ZNF12_20481	ZNF12	52
PIH1D1_41316	PIH1D1	16
DHRSX_65193	DHRSX	87
FCRL2_49194	FCRL2	100
SPRY3_27523	SPRY3	66
CENPT_50800	CENPT	27
POLK_38728	POLK	62
LDHD_64499	LDHD	41
ZFP30_30946	ZFP30	33
KANK1_32011	KANK1	94
HLA-DPA1_8410	HLA-DPA1	45
HCAR2_68737	HCAR2	163
NHS_12605	NHS	65
PIANP_64439	PIANP	100
PRPS1_15012	PRPS1	71
BRDT_1874	BRDT	75
SCML4_66764	SCML4	29
PAQR4_58706	PAQR4	65
SIM1_17379	SIM1	52
MAN2B1_11086	MAN2B1	55
GNB3_7356	GNB3	60
GABRA1_6737	GABRA1	17
NUP62_33378	NUP62	21
PURG_36849	PURG	20
NPM2_27847	NPM2	54
CFAP74_54965	CFAP74	14
